Total population,White alone,Black alone,American Indian alone,Asian alone,Hawaiian alone,Hispanic,Other alone,Two or more,Census Tract,Poverty
5285,2817,0,0,256,16,2149,0,47,6055202000,210
2982,2392,79,0,62,0,378,0,71,6055201300,251
5255,1715,7,101,32,0,3303,55,42,6055200501,426
1683,844,9,16,27,0,778,0,9,6055200503,367
4386,573,108,0,680,0,2860,15,150,6053000103,1325
2657,1172,89,0,70,0,1274,0,52,6053001400,565
5985,2315,29,10,444,0,3006,0,181,6053001500,757
9262,933,134,16,1358,0,6799,0,22,6053000102,996
5019,596,34,0,518,0,3734,77,60,6053010504,535
6378,4642,0,0,506,52,1030,0,148,6053010701,121
3348,2759,0,0,149,0,411,15,14,6053010702,207
8882,1884,2157,78,353,56,4057,0,297,6053010900,35
5616,459,0,0,0,0,4971,0,186,6053011302,2169
4589,2561,191,6,157,0,1510,0,164,6053011400,1022
2189,1672,16,0,80,0,299,0,122,6053012100,194
2414,1561,127,27,74,0,404,0,221,6053012600,0
4075,3332,46,6,372,0,211,0,108,6053013200,164
6110,3151,119,0,417,21,1971,13,418,6053013300,1507
7178,2754,271,0,132,49,3851,0,121,6073018906,1870
1752,1038,32,6,27,0,636,4,9,6073019002,262
6460,1982,287,0,302,0,3818,0,71,6073019205,1647
7149,3673,63,0,752,0,2545,0,116,6073020019,1440
4685,364,278,24,536,0,3473,0,10,6047001503,2950
5419,3810,24,227,256,2,994,0,106,6033000400,1217
4042,3476,22,42,55,0,225,0,222,6033000600,960
6475,4535,252,32,9,0,1524,0,123,6033000900,1062
3373,2290,60,346,90,0,505,0,82,6033000100,759
7451,6253,13,30,37,16,934,17,151,6033001300,838
4242,2963,17,213,54,0,896,0,99,6033000300,733
2990,2762,37,12,8,0,101,0,70,6033001100,662
7363,5996,4,0,151,0,1096,0,116,6017030803,664
5476,4342,77,23,36,0,949,0,49,6017031200,550
3490,2930,1,34,69,0,332,22,102,6017031301,495
2391,2089,23,21,36,0,150,4,68,6017031404,240
2693,2417,11,0,6,0,183,9,67,6017030502,110
5073,4281,24,0,0,0,690,0,78,6017031100,767
4667,3574,39,6,292,0,489,0,267,6017030801,273
5438,4531,0,161,104,25,391,0,226,6017031406,625
2534,2243,0,0,66,13,152,0,60,6017031503,277
7256,6074,21,41,12,0,980,0,128,6017030602,1217
3337,2971,31,5,46,0,183,0,101,6017030603,675
6764,6030,74,0,114,0,493,0,53,6017030804,898
3079,183,123,0,210,0,2551,0,12,6073010015,491
3578,2142,221,22,211,0,851,39,92,6073009604,340
4299,458,137,8,540,44,3002,33,77,6073010001,2193
5871,113,52,0,6,0,5700,0,0,6073010013,461
3461,132,0,0,28,0,3286,0,15,6073010111,1220
5396,1168,320,29,415,0,3375,0,89,6073010502,1673
3817,2980,5,0,135,0,657,7,33,6073011000,100
2775,1264,518,13,149,9,775,29,18,6073011300,0
3828,178,118,7,1858,0,1603,0,64,6073012002,1291
3548,1064,84,13,117,0,2194,0,76,6073012304,420
3154,691,102,0,330,12,1916,6,97,6073012900,318
4518,427,951,0,1425,18,1635,0,62,6073002710,1598
4692,331,1759,11,226,0,2278,22,65,6073003001,582
5177,299,847,0,191,0,3644,0,196,6073003004,1791
3477,389,103,0,2459,0,349,0,177,6073003109,268
4680,571,1184,127,866,0,1846,0,86,6073003112,1191
4462,473,1068,29,1763,124,841,9,155,6073003213,286
2877,76,320,0,0,0,2476,5,0,6073003601,1209
4406,127,356,0,100,0,3777,0,46,6073003901,2083
2570,842,59,21,158,0,1235,27,228,6073004501,790
1968,958,172,24,127,0,603,0,84,6073004600,386
1711,338,75,5,6,19,1224,0,44,6073004700,654
4444,510,460,0,678,0,2786,0,10,6073002602,1358
6039,1082,824,0,1697,32,2160,0,244,6073003107,795
3392,922,139,0,314,6,1958,0,53,6073003204,396
6701,903,958,0,1224,0,3069,0,547,6073003208,1602
6252,2988,1236,66,548,34,1268,14,98,6073003800,0
4187,2748,61,19,243,45,984,0,87,6073004400,860
6186,3083,277,89,277,0,2371,0,89,6073001200,1559
5583,808,669,0,779,0,3239,10,78,6073002501,1855
6538,1785,818,0,673,24,3073,0,165,6073002502,1968
9674,5571,840,0,1245,22,1786,0,210,6073002904,4766
6431,419,2031,0,1013,50,2724,0,194,6073003103,1163
5085,264,804,0,2803,29,1008,0,177,6073003113,698
3380,2397,20,0,154,25,503,15,266,6073001400,229
3329,2735,40,0,95,13,325,0,121,6073002001,113
5473,437,298,0,683,0,3958,71,26,6073002202,2555
5212,193,746,0,666,11,3568,0,28,6073002402,2320
5820,413,110,0,1094,0,3930,0,273,6073002601,2896
5602,3991,429,0,281,0,698,10,193,6073002804,1857
4278,1940,671,12,357,0,893,0,405,6073002905,1081
4242,168,1365,0,114,0,2522,13,60,6073003101,1203
6897,324,930,0,1606,0,3787,0,250,6073003111,2359
4055,120,336,0,32,0,3567,0,0,6073003902,609
3532,299,507,20,1960,0,531,0,215,6073003114,470
4306,647,453,1,1402,33,1614,0,156,6073003212,2055
4847,290,413,0,430,0,3642,0,72,6073003303,1797
5570,2948,628,9,344,6,1450,5,180,6073005300,822
9917,3603,272,118,511,0,5228,0,185,6097151402,2463
3158,2114,74,19,130,4,683,8,126,6097152100,378
4181,3362,2,13,109,0,534,0,161,6097152300,418
9433,7653,178,31,787,44,378,0,362,6097152400,493
8190,6696,126,0,288,5,550,0,525,6097152600,526
5735,1239,229,83,353,0,3775,0,56,6097153102,759
4078,3169,155,8,71,0,552,0,123,6097153705,677
4638,3906,0,39,100,0,442,23,128,6097153706,548
3369,3031,46,0,41,0,94,74,83,6097154302,500
4451,2318,0,0,39,0,2037,28,29,6097153902,506
4403,3747,0,0,48,0,342,46,220,6097150303,309
6055,3635,117,0,70,24,2209,0,0,6097150304,702
4443,2596,25,0,274,14,1369,80,85,6097150601,552
4742,3769,12,0,61,7,695,30,168,6097151203,925
7623,3399,106,133,963,145,2664,50,163,6097151401,1026
5067,3066,68,0,59,0,1471,204,199,6097150901,460
7352,4705,83,4,324,0,1943,0,293,6097151201,1535
4753,3084,114,29,105,0,789,0,632,6097151308,964
5147,3775,100,0,290,0,884,38,60,6097151309,405
3775,2339,14,39,177,0,1164,0,42,6097152502,640
4707,3443,28,0,419,0,498,0,319,6097150202,365
5402,3911,3,4,221,0,988,72,203,6097150800,753
3351,2995,0,9,160,0,129,0,58,6097151503,141
7344,4893,4,4,582,222,1360,0,279,6097151700,973
5112,3510,124,0,141,26,897,67,347,6097151800,732
5644,3546,117,31,137,0,1455,0,358,6097152702,571
3263,2134,172,0,98,0,721,24,114,6097151204,365
6374,5084,89,0,167,18,462,0,554,6097153401,883
5436,1714,143,8,400,0,2973,135,63,6097152903,1228
6985,3395,12,28,342,0,2924,81,203,6097153001,1715
8204,4439,151,1,246,17,2972,14,364,6097153006,987
5116,2032,1449,70,286,0,984,0,295,6001400700,1102
1842,454,778,12,220,0,299,20,59,6001402700,454
1427,310,231,30,542,0,227,25,62,6001402900,461
4617,1872,1003,16,1143,36,299,39,209,6001403400,714
4688,3221,221,6,684,104,183,43,226,6001404600,260
4858,351,818,7,1231,113,2045,62,231,6001406201,1647
3510,1532,366,23,801,0,490,110,188,6001406800,436
2734,806,688,0,509,4,486,2,239,6001407800,275
2718,1448,289,17,533,4,310,33,84,6001408000,112
2537,1291,114,25,538,0,226,71,272,6001420500,963
4455,930,2194,75,224,34,605,0,393,6001408200,442
3680,933,1766,0,227,0,297,20,437,6001409900,337
3300,1368,203,20,1115,0,351,64,179,6001420200,260
3698,2695,117,0,518,23,173,0,172,6001421600,341
4020,2320,262,0,681,9,362,19,367,6001421900,326
3347,1945,178,6,417,22,530,0,249,6001422200,374
4923,1019,530,6,690,120,2370,18,170,6001435700,846
6146,1425,274,45,1580,52,2515,100,155,6001436100,725
6261,292,394,11,1168,0,4302,0,94,6001440200,555
5856,921,212,4,2885,10,1598,0,226,6001440308,338
5561,3020,246,74,745,0,1283,0,193,6037276000,337
5488,338,604,0,1005,26,3467,0,48,6037291210,2003
6623,308,451,0,1071,84,4584,24,101,6037293202,2682
5174,473,653,4,510,0,3412,20,102,6037576402,1924
3989,2380,426,14,459,3,514,0,193,6037576700,505
7603,5038,13,0,1084,0,860,44,564,6113010606,1956
6014,2154,56,0,2213,22,1334,27,208,6113010608,2926
8220,3081,97,0,1282,32,3688,0,40,6113011205,1247
2674,1867,23,0,434,0,268,0,82,6113010508,657
4178,2707,117,0,728,17,436,35,138,6113010607,281
2617,1533,74,0,402,0,449,0,159,6113010704,890
3365,986,82,46,157,0,2029,0,65,6113010800,1012
7423,2399,70,0,384,0,4391,0,179,6113011001,1520
9110,4525,40,38,59,0,4408,0,40,6113011300,1124
6106,3248,449,0,863,2,1260,0,284,6113010602,2382
5467,2139,112,10,38,48,3079,0,41,6113010901,816
5883,2082,0,0,463,0,3165,0,173,6113011500,1019
5039,1928,146,0,250,6,1720,0,989,6113010204,1551
3008,1011,46,19,164,0,1637,0,131,6113011103,349
3341,1114,7,0,84,0,1926,0,210,6113011101,731
3476,2041,13,0,714,26,525,17,140,6113010509,1029
5506,2846,41,13,121,0,2319,0,166,6113011204,452
5279,944,123,50,586,0,3498,0,78,6113011102,1956
4830,3258,264,216,48,0,821,11,212,6023000500,1779
6204,4232,170,90,57,71,1181,43,360,6023001000,2419
3347,2750,0,166,49,14,174,0,194,6023010300,767
3619,3189,23,53,46,0,176,0,132,6023010400,603
1893,1752,0,4,14,0,34,0,89,6023010600,242
4583,3589,3,132,12,0,644,25,178,6023010800,1377
5998,4156,2,30,654,0,573,0,583,6023000300,2060
4681,3558,5,25,226,1,725,0,141,6023000600,539
4099,2648,217,162,291,0,497,0,284,6023000100,1653
5496,3596,14,71,840,0,580,0,395,6023000200,965
2423,1604,7,471,0,0,173,0,168,6023010102,699
7162,5307,48,180,252,0,876,73,426,6023010501,944
5191,4461,49,56,71,0,326,48,180,6023000900,852
4867,3705,33,73,36,0,804,0,216,6023011000,896
5376,4407,0,118,137,0,394,5,315,6023000800,2100
2611,2143,8,112,44,0,206,0,98,6023010200,597
4423,3657,27,177,55,0,344,0,163,6023011100,732
3066,276,111,0,576,0,2088,0,15,6037121210,417
4537,1011,113,0,289,0,3036,54,34,6037123104,1463
3031,1995,188,9,214,0,359,0,266,6037124600,328
5663,885,178,0,364,0,4032,33,171,6037127102,1599
4832,716,190,0,128,0,3724,0,74,6037128302,1586
6026,3666,506,0,543,0,941,0,370,6037128702,522
5117,635,53,0,364,0,3934,108,23,6037503202,683
6329,1269,47,70,343,21,4495,10,74,6037503501,1560
4561,1141,3,0,112,0,3142,135,28,6037503502,476
9,0,0,9,0,0,0,0,0,6037504102,0
4866,3531,75,0,593,0,337,0,330,6037265700,703
4788,2337,197,0,1202,0,758,0,294,6037267300,919
3601,1764,60,23,576,0,888,89,201,6037267502,463
3269,1383,49,0,1070,0,582,0,185,6037267700,377
3120,734,214,0,340,0,1733,5,94,6037270200,378
2734,1113,82,0,586,0,790,15,148,6037271200,476
4678,2738,33,0,293,20,1327,0,267,6037272100,887
3097,1423,87,5,466,0,926,39,151,6037272301,426
4423,1493,176,0,361,0,2285,35,73,6037272302,912
3942,2447,171,0,585,0,458,29,252,6037275400,186
4129,2400,303,8,616,0,449,26,327,6037276601,425
4059,52,2050,0,0,0,1895,0,62,6037291110,1519
2327,11,704,4,41,0,1567,0,0,6037291120,566
4288,115,47,0,192,0,3925,0,9,6037294610,1366
4755,167,75,0,9,0,4486,0,18,6037294620,1388
3892,5,44,0,74,0,3732,3,34,6037294830,1547
3867,236,312,17,206,0,2935,21,140,6037296500,1410
7391,4603,192,0,1142,14,1038,23,379,6037620702,251
4381,847,64,0,306,0,3159,0,5,6037122420,1009
3004,540,154,0,149,0,2136,0,25,6037123204,1203
3937,301,15,24,3323,0,157,0,117,6001443103,202
6879,3598,147,0,1774,45,983,0,332,6001450400,393
5308,3186,40,14,1399,0,578,0,91,6001450603,174
6303,3710,38,51,1513,16,471,12,492,6001450606,136
4036,3126,11,16,381,0,345,0,157,6001451102,174
4972,3100,43,10,823,8,766,0,222,6001451202,139
5053,2214,150,27,1431,11,925,0,295,6001422700,1440
4272,1984,797,0,660,43,488,0,300,6001423100,1357
4386,2223,44,0,1396,0,495,21,207,6001422400,1052
4047,1991,135,7,1228,11,421,0,254,6001422500,0
1264,498,50,0,509,0,168,0,39,6001422600,785
6404,4827,82,16,1124,0,79,0,276,6001426100,132
5084,1785,328,19,2022,44,631,25,230,6001427300,745
5559,1322,1191,3,1827,69,756,24,367,6001427600,1403
5031,2554,228,26,1407,0,563,0,253,6001427900,292
7501,3114,273,0,3070,0,562,53,429,6001428302,186
3471,1470,218,27,1219,0,196,0,341,6001428600,330
5232,2914,99,7,1193,61,701,0,257,6001430800,561
5722,1258,540,86,2570,87,1027,0,154,6001433600,1201
3428,503,118,13,756,41,1957,19,21,6001437400,353
4926,461,175,0,1197,98,2733,18,244,6001438201,220
2454,1543,40,20,540,0,118,0,193,6001420100,63
5463,2080,610,0,1972,140,352,0,309,6001422900,2832
4335,624,633,26,845,94,2003,0,110,6001436800,453
7776,2602,1164,4,1511,52,1980,45,418,6001436401,760
4185,243,1426,10,397,0,2032,0,77,6001410400,759
4151,1989,908,33,366,14,619,46,176,6001424001,943
2852,1244,155,8,449,34,784,12,166,6001432700,337
6834,609,152,64,5580,32,206,13,178,6001441503,216
4010,2527,92,2,867,77,324,0,121,6001450605,243
6244,1123,248,95,3877,158,479,0,264,6001433400,570
7473,2617,294,21,2555,0,1477,48,461,6001441200,267
5242,936,185,0,1208,5,2584,7,317,6001444400,556
4360,513,693,0,418,53,2632,0,51,6001436200,892
2384,200,109,16,310,101,1595,5,48,6001437900,269
8120,1837,344,28,3988,0,1528,0,395,6001441700,1059
4619,2585,511,11,286,102,662,0,462,6067006003,1824
5363,3493,0,0,184,0,1420,0,266,6097152701,630
4467,3776,16,52,51,0,281,173,118,6097150500,537
2973,2323,124,26,32,0,359,0,109,6067008140,376
4259,3154,126,0,254,0,510,45,170,6067008209,427
5413,2500,671,24,837,0,1017,33,331,6067009111,778
5963,3581,169,0,500,0,1404,0,309,6067009308,981
7734,3999,680,82,960,0,1655,0,358,6067009310,943
2310,223,346,0,1141,73,452,8,67,6067009318,607
6801,931,1188,51,1734,121,1986,144,646,6067009610,1507
3348,1428,389,2,695,0,554,27,253,6067009611,460
7288,1566,1445,0,2109,112,1476,0,580,6067009614,889
3896,1570,652,0,520,11,803,87,253,6067009004,562
3298,1608,349,3,549,0,708,0,81,6067009103,379
4210,2385,229,0,241,77,1110,28,140,6067009106,702
3299,1689,427,0,302,0,717,0,164,6067009107,518
3430,1169,821,19,158,0,1082,36,145,6067002700,357
1913,1200,0,40,86,0,532,0,55,6067009403,515
2458,1709,129,0,270,0,249,0,101,6067001400,276
2714,1810,127,0,280,13,355,4,125,6067002600,1008
5615,903,1401,5,769,146,2247,0,144,6067003800,1544
5860,1722,742,0,1403,0,1697,0,296,6067004001,669
5162,690,811,0,1874,113,1613,0,61,6067004100,1441
7618,1279,1403,0,1515,74,2168,633,546,6067004601,3367
4970,681,579,19,1505,107,1835,57,187,6067004802,1656
5625,1338,809,0,989,146,1922,0,421,6067004904,1544
5644,1661,651,0,286,0,2831,0,215,6067005502,2871
3227,2158,220,0,201,15,418,0,215,6067005701,171
5824,4367,6,43,401,0,777,0,230,6067008206,475
6836,4179,40,11,1694,0,698,18,196,6067008501,145
6551,2286,711,0,1724,122,1248,9,451,6067009311,1308
4469,1675,0,0,2059,0,328,69,338,6075047701,585
3877,1616,29,0,1861,0,241,13,117,6075047702,649
3488,115,880,0,1278,133,995,0,87,6075060502,1530
12180,4312,568,0,5225,0,1781,0,294,6075060700,1651
3771,1595,22,0,1503,0,195,0,456,6075047902,400
1557,830,66,8,462,0,135,0,56,6075060400,180
4510,3149,94,0,1046,0,91,0,130,6075010900,345
1477,139,1,2,1295,0,21,0,19,6075011800,514
4002,1751,192,0,1120,0,777,5,157,6075012100,624
4436,3564,1,1,249,0,538,0,83,6075012800,355
3532,1653,67,0,1279,41,312,0,180,6075015500,580
5140,1180,1660,0,1553,0,344,0,403,6075016100,2073
4745,2855,376,0,625,0,567,0,322,6075016300,564
9244,2285,1153,0,3970,36,1261,54,485,6075017601,2439
6039,1972,345,26,977,52,2398,35,234,6075020100,1436
5203,3775,147,0,617,40,358,0,266,6075020600,404
4746,1975,116,0,611,0,1889,10,145,6075020900,992
4332,2947,149,0,447,0,594,7,188,6075021800,221
2648,1540,106,0,584,0,242,0,176,6075022600,69
4526,203,2391,0,731,372,719,0,110,6075023102,1678
3573,1812,302,28,596,13,620,0,202,6075025100,384
4268,3041,69,0,667,19,202,0,270,6075017000,209
3091,1395,382,13,753,19,321,9,199,6075018000,653
5435,3418,194,14,497,0,934,189,189,6075021500,380
4503,2424,193,0,347,0,1047,0,492,6029003808,474
2790,1987,68,5,163,0,538,0,29,6029003810,86
5498,930,1194,20,86,51,2976,5,236,6029004302,0
2841,148,2,2,16,0,2673,0,0,6029004500,1147
4011,2939,69,17,116,0,697,17,156,6029005104,390
9263,5677,255,0,631,15,2509,0,176,6029003805,619
1411,854,0,25,0,0,484,0,48,6029003303,1507
4391,2575,20,46,0,0,1720,8,22,6029003600,1149
3344,1113,23,0,0,0,2119,0,89,6029003700,353
4856,130,128,11,11,1,4574,0,1,6029004402,2648
8541,310,1,61,1993,0,6176,0,0,6029004902,2018
18201,2437,1069,8,359,43,13859,100,326,6029003202,5626
7788,5257,22,0,201,0,1968,0,340,6029003500,2284
1393,341,44,2,12,0,982,0,12,6029004200,460
5548,2779,107,77,202,0,2077,0,306,6029005506,432
5683,1806,161,0,1717,0,1756,86,157,6059110110,397
3962,844,394,71,1937,0,691,0,25,6059110115,152
4981,1057,332,0,2301,102,908,13,268,6059110116,925
5468,2532,79,0,1144,0,1424,11,278,6059110203,563
4425,329,324,0,1352,0,2378,0,42,6059110606,1234
7965,1121,186,36,888,192,5380,0,162,6059001802,1600
5977,2746,130,0,1012,0,1933,0,156,6059011000,606
3969,1903,76,0,461,0,1364,0,165,6059011200,712
4044,1224,114,0,844,0,1807,17,38,6059011502,644
5027,735,118,0,192,0,3921,9,52,6059011602,1147
4938,1375,17,2,807,0,2538,0,199,6059011712,783
6340,3567,141,0,1038,0,1490,0,104,6059011715,443
3254,1961,4,0,333,0,720,32,204,6059011718,41
5481,3044,111,0,871,0,1346,0,109,6059021905,222
4169,2924,7,10,233,0,801,0,194,6059032012,364
5704,3887,9,0,645,0,954,15,194,6059032020,166
6956,2477,141,0,607,0,3482,0,249,6059032022,739
6503,2770,104,0,1036,26,2280,17,270,6059032027,569
6745,2140,20,0,1285,0,3202,0,98,6059001301,987
3982,536,58,0,216,0,3068,0,104,6059001304,737
4722,1314,23,11,277,0,2975,13,109,6059001401,906
4055,1837,0,0,1024,0,1139,45,10,6059001506,469
3692,1477,0,8,1496,0,711,0,0,6059001708,374
3690,675,35,0,614,0,2342,12,12,6059001903,702
5216,2755,250,66,353,0,1349,0,443,6059011300,743
1836,1016,25,0,392,0,326,0,77,6059011503,136
5200,1447,8,0,2132,0,1464,0,149,6059011716,479
2814,1676,36,0,313,0,675,4,110,6059011717,221
6982,279,128,0,280,0,6250,0,45,6059011720,2837
5291,760,154,0,493,11,3829,0,44,6059011721,1359
7146,4464,20,9,561,0,1932,0,160,6059021802,872
4832,3204,0,0,332,0,977,46,273,6059021816,369
3279,1667,57,0,754,0,735,0,66,6059021827,358
7521,1768,44,0,901,0,4746,0,62,6059021913,1338
3845,2213,20,0,837,10,684,0,81,6059021915,111
6682,292,181,0,730,301,4742,0,436,6085503508,239
3888,2531,15,0,404,0,859,0,79,6059032030,343
3821,2692,10,12,373,13,652,0,69,6059032036,514
6727,4311,0,0,762,0,1327,0,327,6059032039,1645
3148,713,18,31,686,0,1584,5,111,6085503601,472
6217,202,313,0,2214,41,3294,0,153,6085503707,945
6205,208,110,0,3591,53,2243,0,0,6085503709,2854
5690,543,14,0,932,0,4178,0,23,6085504102,524
4339,1119,76,0,2311,0,623,0,210,6085504308,422
3803,401,226,0,2345,0,636,0,195,6085504416,194
3812,244,157,0,2431,0,955,10,15,6085504422,341
2253,434,79,28,455,0,1225,0,32,6085504602,197
3985,874,274,0,1511,0,1181,0,145,6085505100,525
6472,1614,274,0,1640,0,2479,0,465,6085505202,1144
4396,2587,187,11,378,0,969,0,264,6007000604,2687
3000,2626,29,59,55,0,85,0,146,6007001900,454
3952,1848,101,85,389,0,1230,17,282,6007001300,1604
3982,3020,10,14,128,0,713,0,97,6007000201,773
4469,3615,45,0,83,0,501,21,204,6007001600,449
5648,4843,1,70,2,2,455,0,275,6007002000,658
4204,2234,66,173,41,0,1481,0,209,6007003200,1584
4297,2925,10,127,322,0,599,10,304,6007003300,1238
4250,2458,0,34,55,0,1421,25,257,6007003600,1034
4679,3808,1,8,35,0,415,24,388,6007002100,1099
4296,2801,61,0,175,0,962,80,217,6007000501,1067
5918,5084,35,0,44,19,664,0,72,6007001400,541
4725,3646,3,101,82,31,622,0,240,6007002400,1393
4448,3334,8,0,46,1,994,0,65,6007001000,1869
5170,1831,544,13,319,0,2209,0,254,6031000403,1136
9857,4556,358,0,877,0,3865,0,201,6031000601,1020
5339,3271,171,0,346,0,1346,0,205,6031000602,453
4422,1678,516,0,157,0,1848,25,198,6031000702,700
6999,780,369,8,63,149,5459,0,171,6031001100,2966
2592,1311,17,13,22,2,1204,0,23,6031001200,346
8139,2685,548,51,49,0,4743,0,63,6031000900,3850
5005,697,254,76,2,0,3864,21,91,6031001300,2682
4506,940,130,0,0,0,3436,0,0,6031001500,1779
7063,3428,1222,14,347,58,1648,0,346,6031000300,633
5763,3183,102,18,136,0,2115,0,209,6031000701,657
2326,1342,80,38,0,7,855,0,4,6031000200,503
4878,1957,206,59,71,0,2482,0,103,6031000800,1430
9591,692,31,0,7,0,8861,0,0,6031001701,4114
10069,4290,306,0,776,11,4035,15,636,6031000404,1746
5165,1473,275,35,191,0,3102,0,89,6031000500,1266
5454,824,38,0,1121,0,3447,0,24,6059074111,730
8186,3667,163,0,1996,32,2152,25,151,6059001601,669
7775,1930,80,87,664,0,4936,0,78,6059075403,519
4088,2055,0,0,90,18,1869,0,56,6059042107,351
5073,2034,21,35,334,0,2521,0,128,6059001101,662
4454,2315,68,12,419,0,1605,0,35,6059021807,386
2961,1772,42,0,589,0,462,0,96,6059021825,221
5602,3622,191,0,879,0,688,0,222,6059032034,281
7391,1450,246,0,1199,125,4301,26,44,6059086903,1635
3992,1030,0,0,1751,26,1174,0,11,6059088002,1091
3337,1161,79,0,1202,0,813,11,71,6059088202,567
6949,272,0,0,4203,6,2390,0,78,6059089001,1335
3661,2590,0,0,363,8,615,0,85,6059075702,150
3737,1037,97,0,892,38,1571,0,102,6059086801,287
7937,1575,329,0,1326,0,4618,0,89,6059087602,1979
6714,1237,51,0,2724,0,2563,17,122,6059088601,942
4190,2880,12,0,634,0,519,16,129,6059099238,364
4535,3421,0,26,440,0,519,30,99,6059099310,535
3670,1424,160,0,962,16,786,0,322,6059110106,218
3696,1674,87,68,1305,6,374,0,182,6059062628,396
4607,2514,21,21,240,52,1618,0,141,6059063803,459
4561,9,36,0,637,29,3814,0,36,6059099249,1324
4871,1402,480,0,2185,0,676,7,121,6059062611,2039
3649,1222,87,0,1773,0,429,0,138,6059062627,1438
6295,3314,109,12,2019,0,400,0,441,6059052511,584
4466,2332,255,0,422,22,1355,0,80,6111008202,575
6293,1452,12,9,73,0,4701,0,46,6111000400,789
8556,2333,17,14,133,0,5832,0,227,6111000800,1186
7428,375,114,0,327,0,6571,0,41,6111004000,1342
5005,888,207,0,451,0,3363,0,96,6037127220,1235
5420,817,363,0,3398,0,763,0,79,6037554518,399
2548,86,117,0,183,0,2095,28,39,6037552400,352
4725,317,220,0,1427,0,2716,0,45,6037552602,1320
7208,956,46,8,721,12,5445,0,20,6037552700,1311
4437,233,63,0,635,17,3472,0,17,6037554700,677
4239,202,542,0,524,219,2632,14,106,6037570303,1653
5069,371,2467,0,225,114,1841,0,51,6037570603,1447
2284,737,241,58,292,5,858,6,87,6037570702,302
5658,1459,903,0,371,53,2469,194,209,6037576200,1919
7003,3923,266,0,637,0,1758,0,419,6037577100,734
5592,3581,432,0,375,0,1060,0,144,6037577200,719
2534,39,1721,0,83,0,674,6,11,6037600501,266
