Total population,White alone,Black alone,American Indian alone,Asian alone,Hawaiian alone,Hispanic,Other alone,Two or more,Census Tract,Poverty
4655,2180,0,81,2,0,2288,35,69,6099003904,756
3149,1131,457,20,119,0,1341,26,55,6047000503,480
6638,1160,17,0,102,0,5359,0,0,6047000504,1940
6952,1627,40,0,385,144,4633,0,123,6047000505,2553
3254,893,200,0,33,0,2068,0,60,6047000701,1319
15739,5462,1245,0,2640,0,5931,61,400,6047001002,5581
5597,1791,377,135,298,0,2900,0,96,6047000801,1124
5805,2415,338,0,544,37,2308,0,163,6047001101,1859
3705,1183,283,3,359,0,1762,11,104,6047001004,1100
5645,262,87,0,1050,0,4100,92,54,6047000301,463
2215,1120,38,0,56,0,985,0,16,6047000303,502
5278,2924,56,47,584,4,1534,0,129,6047000702,1418
3736,231,221,1,94,0,3151,0,38,6047001601,2715
5948,1150,15,0,66,2,4667,5,43,6047002201,2818
10184,1586,151,19,122,0,8088,0,218,6047002202,3144
6201,3009,435,8,455,32,2109,0,153,6067007402,1670
9734,4943,1359,0,615,68,2415,0,334,6067007406,2642
4612,3542,135,0,376,0,228,0,331,6067007802,379
2445,979,399,7,123,0,664,36,237,6067008911,1068
2614,1106,203,29,282,56,761,0,177,6067009105,780
2361,1005,13,0,114,0,1060,65,104,6067009504,316
6239,2937,496,14,1190,12,1475,0,115,6067009616,1108
4429,646,275,175,619,0,2605,0,109,6067007001,1366
4822,3317,357,5,200,17,545,0,381,6067007602,1030
3994,2253,183,21,307,0,872,0,358,6067009108,455
4321,3701,46,28,40,0,294,28,184,6067008207,274
2418,1312,287,0,213,0,495,0,111,6067008909,637
5214,970,918,0,1832,193,1031,0,270,6067009609,550
6130,2683,571,75,1384,347,820,12,238,6067009323,503
4406,487,60,15,252,0,3563,0,29,6037183810,1404
3963,1012,70,0,400,0,2204,47,230,6037188100,474
3130,2365,96,0,382,0,256,0,31,6037189300,241
3923,2688,211,0,138,0,699,0,187,6037189800,620
4621,1738,659,0,408,0,1717,0,99,6037191000,902
4352,2050,112,0,565,5,1440,80,100,6037191201,1070
2734,626,148,0,218,0,1680,51,11,6037191710,1139
3717,454,78,0,747,0,2251,0,187,6037192700,1122
3489,2672,99,18,105,0,212,0,383,6037194200,143
4080,1774,106,0,739,0,1334,0,127,6037197300,874
3738,1163,122,0,602,0,1781,0,70,6037197500,488
2194,720,7,15,388,0,939,42,83,6037197600,324
2993,223,22,0,342,0,2356,0,50,6037199202,927
5230,4585,15,16,72,0,493,0,49,6023000700,911
4812,3494,86,66,75,0,855,0,236,6023001200,1321
3287,2573,0,33,46,0,469,6,160,6023011200,770
7555,5304,27,11,546,0,976,0,691,6023010700,1277
4105,2845,38,180,98,0,673,0,271,6023000400,1021
6418,5376,0,240,74,0,285,35,408,6023010502,2047
7098,6331,0,0,62,0,353,0,352,6057000102,469
7611,6775,0,0,88,0,634,0,114,6057000103,602
4908,3952,0,36,187,0,574,0,159,6057000502,1011
7268,6337,2,69,20,0,527,0,313,6057000701,628
2612,2206,38,14,14,0,253,5,82,6057000300,517
4225,3790,46,3,30,0,135,49,172,6057000702,1047
3686,3167,45,39,153,0,200,0,82,6057000900,625
2849,2411,41,23,8,31,149,4,182,6057000200,317
6781,5502,51,30,13,0,894,0,291,6057000600,2065
5689,4968,1,11,86,54,398,0,171,6057000401,344
5630,4897,5,233,18,0,408,0,69,6057000501,1322
3159,2909,0,0,12,28,117,0,93,6057000104,492
2933,2533,3,43,3,0,351,0,0,6057000105,487
6098,5294,210,58,50,0,449,0,37,6057000402,1465
5402,4748,61,0,22,0,388,72,111,6057000801,827
6593,5672,43,2,30,18,405,0,423,6057000802,1103
1146,678,9,294,8,0,105,0,52,6003010000,274
4088,2906,0,286,76,0,662,0,158,6039000102,685
4430,3267,0,31,325,0,693,0,114,6039000104,1080
5154,2137,49,12,67,8,2636,90,155,6039001000,1114
1377,371,7,29,4,9,942,10,5,6039000400,349
6390,3928,103,93,393,0,1717,0,156,6039000509,602
8520,2756,50,157,26,0,5377,0,154,6039000300,2701
10845,2132,571,10,125,0,7963,0,44,6039000507,3505
4496,3201,111,0,427,0,546,0,211,6037621400,276
6022,1137,42,0,3244,74,1166,0,359,6037650101,605
2976,2013,276,13,228,0,361,13,72,6037574800,305
5528,2113,624,74,1323,8,1086,0,300,6037574902,2624
4952,946,838,93,485,87,2355,37,111,6037575103,966
5262,2017,781,0,349,0,1870,0,245,6037575902,1258
5204,283,642,0,508,0,3491,0,280,6037576401,2394
6952,110,3095,0,1,0,3725,11,10,6037600202,2817
4140,81,3153,0,0,0,690,86,130,6037600400,915
2671,71,941,0,46,0,1511,0,102,6037600602,1092
4122,52,37,0,238,0,3795,0,0,6037601600,1120
5427,81,351,0,73,0,4867,55,0,6037601700,1720
6126,4807,63,10,423,4,419,107,293,6041121200,393
2940,695,786,0,267,0,913,42,237,6041129000,817
1816,1480,13,0,0,0,281,37,5,6041132200,199
2099,1912,0,0,68,0,64,0,55,6041123000,65
6953,5363,7,0,428,0,813,0,342,6041107000,585
5669,3643,235,0,113,0,1547,34,97,6041111000,1092
3194,2770,40,0,141,0,101,12,130,6041116000,109
5948,4827,54,25,215,15,466,60,286,6041124200,326
4448,3196,54,0,611,18,358,27,184,6041125000,249
4678,3989,56,0,165,0,221,0,247,6041127000,264
2341,1988,19,0,110,10,135,0,79,6041102100,123
4287,2853,282,3,480,0,441,0,228,6041106001,300
6466,5351,4,17,287,0,533,0,274,6041108100,415
7774,6451,156,35,317,13,404,20,378,6041103100,788
6549,3806,74,33,621,0,1561,41,413,6041108200,73
4951,4418,33,0,231,0,90,33,146,6041110200,226
6610,5715,0,0,392,0,154,23,326,6041128100,448
1631,1413,21,15,98,0,36,15,33,6041104300,113
5228,4314,2,0,311,19,315,0,267,6041114100,351
5061,4642,0,0,100,0,209,11,99,6041119100,326
4782,2842,48,0,175,0,1578,9,130,6041112100,1142
3084,2463,25,0,75,0,407,0,114,6041114200,230
4397,3667,68,0,207,0,354,0,101,6041117000,322
6284,5423,22,49,247,0,291,0,252,6041120000,418
4324,3518,17,0,220,0,435,9,125,6041126200,377
4974,3978,203,0,294,0,372,0,127,6041128200,243
2803,2114,9,67,65,0,418,63,67,6041133000,364
7260,4740,194,37,648,0,1310,59,272,6041103200,598
2644,2017,13,0,205,0,257,5,147,6059032040,72
4583,2314,88,0,559,32,1453,12,125,6059032051,276
3833,2818,11,13,72,0,721,30,168,6059042114,172
8238,6558,56,36,315,25,959,0,289,6059042203,763
9618,2881,17,67,145,0,6472,0,36,6059042312,2307
2571,1546,67,0,297,0,558,0,103,6059011402,73
107,6,0,0,0,42,59,0,0,6059021813,0
6662,3197,214,0,1358,0,1619,0,274,6059021814,289
4855,2428,69,0,865,0,1299,0,194,6059052410,883
23482,7437,0,0,12260,22,2415,0,1348,6059052420,2007
6056,2816,61,0,1165,0,1723,0,291,6059052502,508
4740,1149,146,16,551,0,2862,0,16,6059001103,900
6096,3336,39,0,1095,0,1483,28,115,6059001501,467
5189,2615,64,45,624,75,1615,7,144,6059001503,747
2649,784,82,0,460,11,1274,0,38,6059001901,132
5471,2719,129,0,861,0,1064,353,345,6059042334,828
7728,3286,65,0,3359,53,589,0,376,6059052417,837
5708,3451,88,0,1491,0,389,0,289,6059052513,777
9559,5003,300,0,2919,0,1135,0,202,6059062610,2200
3257,954,61,0,1568,0,625,0,49,6059062626,2331
3050,1798,0,12,959,0,148,0,133,6059062631,84
6699,4994,21,0,1122,0,503,0,59,6059062645,592
4686,2481,166,0,1147,0,892,0,0,6059062647,1154
4444,3655,0,40,98,0,517,0,134,6059062702,510
6520,5481,149,14,368,19,427,15,47,6059063004,537
6427,5406,63,0,336,0,425,0,197,6059063010,448
4855,4006,15,9,332,46,329,0,118,6059063400,330
2918,1949,48,0,125,0,658,0,138,6059063802,278
3931,2473,100,0,233,12,955,0,158,6059063806,373
6171,2498,53,0,196,79,3127,0,218,6059063906,736
6095,226,0,18,91,0,5760,0,0,6059074403,1778
7901,901,153,32,980,177,5631,0,27,6059074005,630
6727,2543,0,0,1305,0,2617,156,106,6059074107,737
3573,133,4,0,451,0,2972,0,13,6059074109,2232
7279,85,68,29,729,0,6356,12,0,6059074501,3180
6338,80,115,0,232,0,5890,0,21,6059074801,1550
5384,1686,208,0,787,76,2430,0,197,6059075507,903
20661,5412,249,0,7381,127,6843,0,649,6059075515,4905
3038,1966,26,0,542,0,407,0,97,6059075810,349
8948,2924,214,19,971,49,4674,0,97,6059076000,1827
4478,527,44,99,281,0,3493,0,34,6059076204,1342
6004,3514,101,18,1022,0,768,0,581,6059075605,321
5037,2830,108,0,874,16,991,0,218,6059075813,328
5590,2485,402,0,193,0,2422,0,88,6059075815,1087
6826,4003,69,12,368,0,2290,0,84,6059075902,1827
8227,2361,540,23,1304,4,3907,0,88,6059076102,1119
7417,3617,65,23,819,0,2624,0,269,6059076205,997
6003,1017,180,0,1192,6,3548,30,30,6059086802,1312
5013,1249,18,218,1936,0,1453,0,139,6059088203,1145
6331,1636,56,17,3252,36,1290,0,44,6059088302,794
6164,757,73,0,3043,0,2196,13,82,6059088701,2227
3348,1300,14,8,316,47,1540,0,123,6059075303,286
5223,59,115,0,182,0,4867,0,0,6059074806,2066
7335,176,17,0,90,0,6999,8,45,6059075003,3781
4130,1621,73,0,224,0,2102,18,92,6059075401,510
6783,1799,654,16,534,0,3780,0,0,6059075404,790
4062,476,135,0,522,0,2896,5,28,6059075514,1355
6287,4070,0,16,1288,0,827,0,86,6059075606,387
6967,1177,111,0,760,23,4841,0,55,6059086301,1146
7195,2345,129,0,2428,0,2265,28,0,6059086303,1279
4326,923,120,0,476,17,2676,27,87,6059086406,552
8610,2256,0,13,2394,90,3777,0,80,6059087103,1216
5263,1245,84,0,1003,0,2839,0,92,6059087601,1539
7261,1890,20,0,1778,0,3512,0,61,6059087802,1836
5462,632,26,0,1475,13,3148,56,112,6059088502,1330
6461,561,54,13,3565,0,2180,0,88,6059088702,951
6659,738,31,9,1962,0,3880,0,39,6059089102,1095
6565,138,30,12,1021,0,5355,9,0,6059089104,1986
4397,259,5,0,861,4,3260,0,8,6059089106,946
9181,762,45,0,3025,16,5091,0,242,6059099202,2377
5557,2439,143,42,919,12,1892,0,110,6059099212,905
4940,1171,0,67,2922,9,688,0,83,6059099223,1354
5973,1567,27,39,2173,0,1993,0,174,6059099227,1039
4790,2752,25,0,1037,57,685,0,234,6059099230,175
3547,2810,0,0,379,0,314,0,44,6059099244,188
3895,2578,63,0,483,0,676,12,83,6085512200,491
4884,3217,38,0,373,0,1041,0,215,6059099416,107
4688,628,69,0,2736,177,959,0,119,6085503313,444
4428,452,194,0,2027,8,1675,0,72,6085503322,113
4576,1637,192,0,1587,8,972,24,156,6085506601,476
4012,1954,0,0,1080,34,767,0,177,6085506701,179
6170,3303,170,20,1162,0,1280,12,223,6085506702,1069
7245,4105,163,0,1925,0,890,5,157,6085506803,430
7237,5952,9,43,291,122,750,13,57,6079011800,474
8673,5653,133,86,396,0,2097,10,298,6079011902,998
3564,2411,12,11,209,0,637,0,284,6079010703,803
10812,6677,179,38,1900,0,1465,15,538,6079010901,1743
5387,3912,0,0,15,0,1189,28,243,6079012502,682
10116,5945,71,10,338,0,3633,0,119,6079012402,1211
8540,933,0,8,373,11,7107,15,93,6019007003,2730
4467,1136,182,0,489,0,2469,0,191,6019007300,1133
3936,311,845,7,131,24,2492,0,126,6019000300,2144
1254,143,78,7,186,0,840,0,0,6019000800,737
5327,196,24,30,526,0,4544,0,7,6019001301,2871
2475,541,25,0,36,0,1868,0,5,6019001500,880
5296,1180,10,0,381,2,3567,0,156,6019001600,1440
2787,494,330,11,273,0,1659,0,20,6019001900,1004
6004,1754,585,35,15,0,3586,0,29,6019002100,2507
5175,375,194,0,897,0,3630,0,79,6019002501,3215
4168,305,88,17,320,0,3438,0,0,6019002701,1825
5471,814,281,8,83,0,4191,47,47,6029003115,2238
16108,8700,309,0,1113,0,5307,0,679,6029003804,1885
5936,2152,407,12,2001,25,979,88,272,6037463400,802
2614,698,45,27,1092,0,639,26,87,6037480202,106
5321,914,177,25,2408,0,1476,0,321,6037480400,835
4960,680,330,0,215,0,3731,4,0,6037127910,1457
4633,1550,66,0,166,37,2683,0,131,6037127920,1384
1256,44,155,0,330,18,552,0,157,6037572400,285
917,205,302,0,66,7,231,0,106,6037572800,600
4775,183,529,0,962,0,3041,0,60,6037573201,1778
4530,168,3410,0,0,0,789,10,153,6037600702,534
3218,129,2633,0,53,0,338,9,56,6037600704,682
2471,130,1529,0,7,0,709,25,71,6037601001,442
2844,144,1169,0,8,21,1421,0,81,6037601211,796
3995,64,148,0,0,192,3586,5,0,6037601501,1608
2989,5,82,10,0,0,2892,0,0,6037601801,1283
3012,104,318,19,230,0,2300,13,28,6037602002,839
4255,324,611,0,186,0,3007,0,127,6037602105,1194
5040,3591,18,0,766,0,445,23,197,6037620400,210
1630,1161,28,0,275,0,101,0,65,6037670500,475
5436,2225,181,16,1568,0,1167,0,279,6037650901,452
6369,2061,229,29,2778,0,1158,0,114,6037651222,1309
6742,2894,444,0,820,0,2169,60,355,6037670100,101
3475,2656,119,0,345,0,259,8,88,6037701202,184
6701,4104,275,16,752,0,1005,0,549,6037702300,1002
7210,905,5165,0,418,0,354,0,368,6037703002,808
5923,4728,25,0,466,0,533,0,171,6037800202,622
5399,1770,691,4,358,6,2374,5,191,6037900300,1214
2006,592,100,0,51,0,1245,0,18,6037910709,186
5541,251,352,1,823,117,3815,12,170,6037572900,1928
4990,3068,98,29,500,23,996,0,276,6037573700,199
6656,4517,280,0,537,0,1065,0,257,6037574500,475
2155,68,0,0,0,0,2087,0,0,6037533502,604
2159,28,95,0,0,0,2030,6,0,6037533503,754
3134,98,44,9,0,0,2983,0,0,6037533701,1064
4583,183,36,0,40,0,4321,0,3,6037534002,1225
6566,115,53,15,21,0,6362,0,0,6037534102,2717
4724,15,0,0,38,0,4671,0,0,6037535605,1376
5867,50,546,42,32,0,5186,0,11,6037540203,1830
3141,387,1614,0,116,0,943,2,79,6037541002,716
5659,15,691,0,117,0,4823,0,13,6037541802,1082
3417,882,147,0,68,0,2241,21,58,6037191810,1123
4426,41,52,0,93,0,4218,12,10,6037203100,1797
2984,192,9,0,442,6,2335,0,0,6037203500,1088
4237,66,0,0,22,0,4149,0,0,6037203720,1962
3680,41,12,0,66,0,3561,0,0,6037204200,1432
4986,156,20,8,62,0,4740,0,0,6037204300,2297
4684,447,262,9,561,0,3327,0,78,6037209300,2222
3262,59,44,0,250,13,2875,14,7,6037209820,1864
5421,811,106,54,3853,33,424,0,140,6037403323,437
5363,540,264,0,2934,0,1625,0,0,6037403401,729
4733,843,44,30,452,12,3352,0,0,6037404000,965
6412,1603,267,17,759,0,3475,24,267,6037403802,685
5722,206,193,0,1178,0,4145,0,0,6037404901,597
6689,1010,133,21,1473,12,3917,0,123,6037405500,854
4629,482,69,0,1131,0,2941,0,6,6037408401,440
6468,1013,64,16,1415,0,3960,0,0,6037408402,650
4456,1312,56,0,2377,0,463,0,248,6037430600,554
6428,532,646,0,689,0,4420,12,129,6037431200,1134
7182,565,68,0,2536,2,3995,0,16,6037432402,1737
2671,88,5,0,1060,0,1518,0,0,6037432801,874
4613,2821,166,0,847,0,667,0,112,6037460000,276
4824,1875,253,0,246,0,2291,32,127,6037131900,237
5719,3025,0,0,2010,0,407,0,277,6037460501,1031
5430,1157,156,0,730,36,3314,0,37,6037131300,1249
6409,1650,359,0,1297,0,2896,135,72,6037131400,623
7601,1664,103,89,1130,0,4495,68,52,6037132300,2307
4449,1674,127,0,562,0,2030,24,32,6037133000,1053
5469,985,272,0,1255,0,2617,194,146,6037134101,1253
4726,1682,39,41,1554,21,1038,0,351,6037480704,687
3987,446,34,15,1128,0,2301,0,63,6037480803,789
3651,291,0,0,2451,0,864,0,45,6037481201,818
5827,273,29,12,3064,0,2389,0,60,6037482521,1051
5903,248,58,113,61,0,5423,0,0,6037502301,1022
5030,782,102,0,317,0,3748,8,73,6037553000,555
3629,301,79,4,194,265,2786,0,0,6037553400,782
4483,95,633,0,84,195,3468,0,8,6037553801,1301
4180,605,225,0,2709,73,446,19,103,6037554511,210
3738,741,409,0,1569,84,474,16,445,6037554515,353
4389,421,98,0,3266,0,393,12,199,6037554517,416
3675,539,141,112,2348,35,385,0,115,6037554519,374
7287,1246,229,48,2986,34,2589,0,155,6037554900,771
4876,905,467,0,1785,0,1634,0,85,6037555103,656
7625,885,1103,0,734,405,4411,0,87,6037570501,2126
6502,856,532,10,1177,0,3654,7,266,6037570502,1666
7850,3472,793,0,965,0,2321,0,299,6037571200,859
4432,1846,310,0,835,13,1289,35,104,6037571300,284
5792,2287,805,26,526,0,1777,24,347,6037571900,193
3531,68,485,0,819,118,1971,0,70,6037572302,494
3684,330,1032,0,409,73,1598,55,187,6037572500,1299
3436,1263,566,0,855,11,622,10,109,6037573403,497
5884,4277,48,58,543,0,797,0,161,6037574300,271
4350,686,542,36,732,0,2320,0,34,6037575101,1573
2938,502,329,13,242,0,1802,0,50,6037575803,1413
5456,459,1172,26,924,0,2754,26,95,6037222600,2692
6320,912,67,2,32,0,5307,0,0,6037533803,1714
2266,22,69,0,118,0,2057,0,0,6037534101,1036
3003,108,835,0,80,0,1925,18,37,6037219010,894
4940,305,1340,0,205,0,3026,30,34,6037219020,1417
4656,118,1377,0,47,0,3065,41,8,6037231400,1281
3482,57,1519,0,1,0,1896,1,8,6037234700,951
5345,36,301,0,186,9,4813,0,0,6037226420,2092
3944,25,490,7,30,0,3345,7,40,6037228710,2285
4700,7,1618,0,41,0,2977,5,52,6037232500,1434
4942,3883,0,53,244,0,509,0,253,6037620301,156
5588,870,1237,6,572,19,2692,51,141,6037554403,1603
5640,311,229,25,382,0,4642,51,0,6037552200,648
7508,1106,429,12,611,0,5259,14,77,6037553200,785
4268,388,523,0,147,0,3193,10,7,6037553502,1757
4096,569,753,10,671,0,1988,31,74,6037554404,945
6193,1198,565,0,2740,12,1388,0,290,6037554521,359
4076,1549,270,0,660,0,1555,0,42,6037570003,199
3266,646,876,0,510,50,1151,0,33,6037570100,840
3137,2803,0,0,59,0,181,0,94,6037264000,101
2865,1083,42,0,953,21,526,0,240,6037265304,1748
1533,1175,43,0,159,0,107,12,37,6037265410,193
4067,3318,82,0,234,0,345,0,88,6037269100,429
3616,1411,350,0,542,26,1153,39,95,6037269700,556
2543,484,846,1,220,0,864,51,77,6037270300,258
3999,1360,177,69,1597,23,565,30,178,6037271702,872
2953,1905,153,0,89,0,644,0,162,6037273700,261
4705,2957,284,0,708,46,435,35,240,6037275302,681
3033,911,29,0,1422,0,498,24,149,6037293301,322
5303,222,81,17,215,0,4768,0,0,6037294200,1225
5145,157,9,0,8,0,4964,0,7,6037294510,1519
3942,3398,15,110,281,0,48,15,75,6037301400,240
1945,1541,6,0,173,14,178,0,33,6037301501,175
3023,1438,114,0,360,0,1013,0,98,6037301701,236
4153,1958,118,0,1096,0,890,0,91,6037302104,1320
3694,1535,88,0,1278,0,649,0,144,6037480703,186
4263,208,80,19,1961,19,1927,14,35,6037480902,982
3108,148,56,0,1909,0,932,0,63,6037480903,913
5408,358,43,0,2782,25,2166,0,34,6037481002,1075
4025,536,56,0,2609,0,799,0,25,6037481102,771
6088,594,20,0,3606,0,1868,0,0,6037481202,1168
2820,454,7,0,1718,0,593,12,36,6037481800,540
2615,124,0,0,2079,0,334,25,53,6037482001,193
6682,306,92,51,3995,96,2058,0,84,6037482002,1184
4861,522,8,6,1962,0,2276,0,87,6037482522,463
5303,97,0,0,74,0,5132,0,0,6037500600,990
4877,888,19,27,483,0,3429,0,31,6037501200,518
6673,442,10,212,61,0,5923,0,25,6037502200,1189
6820,633,352,59,199,0,5397,141,39,6037502700,739
5803,900,72,20,186,0,4466,72,87,6037502901,782
3847,1350,0,14,590,0,1768,0,125,6037503801,414
3153,1783,0,14,898,15,374,0,69,6037108103,113
3929,2835,53,0,593,0,448,0,0,6037113211,223
4836,892,74,0,3114,0,628,0,128,6037430724,1096
4818,1283,246,28,842,0,2310,62,47,6037113234,1768
6909,3628,220,0,992,0,1832,0,237,6037115201,281
2869,411,58,22,1614,0,676,70,18,6037408629,842
7087,902,769,0,978,65,4213,0,160,6037431100,1289
4120,305,0,16,1829,238,1696,0,36,6037432300,790
3691,168,3,0,1395,5,2112,0,8,6037432401,893
6270,199,35,0,2017,0,3983,23,13,6037433200,1786
6281,3708,682,21,469,0,892,0,509,6037460100,218
4843,3349,383,14,133,0,858,12,94,6073015100,871
2545,2243,0,12,93,0,139,0,58,6073015403,265
5820,1478,284,0,431,27,3467,44,89,6083003001,1199
6434,5169,108,33,163,0,872,30,59,6083000502,721
3647,3033,10,0,241,0,249,0,114,6083000501,170
6462,1656,51,14,274,0,4255,0,212,6083002011,708
2243,756,34,0,14,0,1401,0,38,6083002102,381
5477,823,88,0,239,0,4250,33,44,6083002205,1729
6979,358,47,0,260,0,6304,0,10,6083002305,1635
4988,2405,24,100,426,0,1967,0,66,6083003005,922
5634,3850,2,37,243,0,1337,16,149,6083000102,573
6907,5006,26,9,361,0,1181,0,324,6083000700,604
6664,1521,126,0,529,0,4441,9,38,6083002210,620
5244,1944,83,34,147,0,2912,0,124,6083001101,1158
4589,876,83,25,65,0,3512,10,18,6083001102,1057
6238,287,13,0,245,0,5659,0,34,6083002304,2120
9514,1465,0,0,902,0,7100,0,47,6083002306,929
12788,1977,382,0,576,0,9689,0,164,6083002402,3785
7861,4847,320,25,214,168,1782,65,440,6083002808,619
2942,820,351,85,194,38,1383,0,71,6083002604,0
6216,3703,307,8,459,0,1669,0,70,6083000101,770
3686,1872,89,4,77,0,1595,0,49,6083000900,1002
5582,3861,25,65,136,0,1263,0,232,6083002005,732
4430,3023,107,0,121,0,1018,0,161,6083002010,193
2783,2002,53,2,84,0,521,9,112,6083002013,107
2660,1054,54,8,979,17,507,0,41,6001440100,115
3323,615,81,25,2228,9,260,0,105,6001441301,174
2139,1584,57,8,279,0,76,4,131,6001421800,138
4991,2641,220,12,1326,0,472,0,320,6001423000,811
4968,2761,262,0,1021,19,609,47,249,6001428100,357
4653,1911,478,9,1200,26,745,20,264,6001428400,426
6677,4089,248,38,1572,1,495,0,234,6001430200,100
4443,1542,923,5,534,41,1116,68,214,6001432200,515
6583,1259,367,0,2125,75,2607,0,150,6001432400,1408
7849,910,1034,8,2717,10,3125,0,45,6001433800,969
4119,1152,162,0,1131,0,1518,0,156,6001438000,1478
5156,721,852,13,900,0,2509,0,161,6001434000,656
6245,1958,888,24,1234,0,1730,19,392,6001435102,799
4102,1169,364,27,418,152,1869,0,103,6001435500,439
4488,911,276,9,2391,22,753,0,126,6001440307,478
8702,1599,402,0,5205,144,932,0,420,6001441401,575
5093,1275,442,18,1932,257,952,26,191,6001441601,187
2836,1020,49,0,1202,0,460,0,105,6001442800,150
7055,4282,304,0,730,3,1334,109,293,6037461300,1131
5649,648,384,19,285,101,4153,0,59,6037575802,2607
3434,352,27,9,271,13,2677,0,85,6037183610,997
1217,794,11,0,165,0,197,0,50,6037574602,169
4113,144,261,0,204,0,3443,0,61,6037575402,1557
4369,2330,409,0,263,0,1134,0,233,6037576602,916
8141,5743,277,36,749,78,1058,13,187,6037577603,845
5099,80,2507,162,87,0,2042,92,129,6037601002,1083
5688,350,1974,17,164,0,2893,6,284,6037601401,2055
3735,231,804,0,63,0,2616,0,21,6037602004,910
6272,1747,283,2,337,29,3743,31,100,6037602301,575
5289,204,913,0,736,141,3181,8,106,6037602403,1086
7378,338,1750,0,1670,0,3608,0,12,6037603001,2114
6617,2441,91,0,363,0,3646,0,76,6037503401,570
52,5,2,0,4,0,41,0,0,6037532400,3
7086,320,289,0,736,0,5696,0,45,6037402502,2202
1405,91,0,0,10,0,1299,5,0,6037404600,195
5547,3436,256,0,871,0,922,0,62,6037301204,1239
6001,647,610,21,1655,73,2899,0,96,6037555102,1404
3509,103,1483,0,138,50,1696,7,32,6037570402,450
5805,2733,294,0,664,0,1641,59,414,6037572001,394
4943,173,46,0,381,0,4343,0,0,6037407101,1457
4534,2452,60,0,466,0,1351,10,195,6037400402,465
6557,948,207,35,930,0,4270,0,167,6037402402,1458
4559,267,106,13,1040,0,3133,0,0,6037405102,1021
6711,1714,651,35,1396,0,2819,0,96,6037430002,1278
4246,853,56,18,2788,0,393,0,138,6037431600,320
4340,188,145,0,320,0,3649,0,38,6037117510,1598
4812,2993,117,0,878,0,705,0,119,6037134422,259
3057,2528,67,0,217,0,158,0,87,6037141700,86
6542,1173,105,2,1449,0,3676,0,137,6037131010,1501
3093,2003,133,0,526,9,402,0,20,6037920110,32
2241,1020,89,0,434,4,563,3,128,6037574601,0
3408,2724,34,0,219,0,395,0,36,6037577501,380
3609,63,62,26,346,6,3106,0,0,6037407302,605
4573,3119,0,0,1003,0,248,0,203,6037460600,575
2922,188,16,0,589,0,2116,0,13,6037408501,340
3519,803,29,0,2048,0,471,107,61,6037430721,689
3938,145,17,9,2639,0,1082,0,46,6037432901,400
5010,794,315,33,47,0,3821,0,0,6071010014,1760
5764,1910,328,0,93,0,3380,26,27,6071010016,1142
16229,5628,1034,513,816,0,7805,0,433,6071010017,1691
5966,2473,90,11,153,21,3028,0,190,6071010023,953
4881,814,25,4,3616,19,215,62,126,6001443102,143
3886,720,0,13,2861,45,52,0,195,6001443200,138
7696,3100,21,24,2141,18,2231,0,161,6001444100,482
7352,1259,568,12,2317,48,2905,0,243,6001444500,642
3633,2067,56,14,1141,0,180,0,175,6001450601,203
5575,3031,90,18,1075,0,1121,0,240,6001450741,229
7804,4876,111,1,1086,139,1270,1,320,6001451101,360
6465,1393,26,12,4290,0,545,0,199,6001441923,736
6647,1498,202,10,3244,25,1586,0,82,6001442400,528
7028,1549,344,41,2269,73,2398,0,354,6001444200,343
5577,3338,27,22,1412,0,557,0,221,6001450604,304
8663,4924,179,9,2694,0,534,0,323,6001450701,309
5510,915,91,0,1283,0,2991,19,211,6001435800,421
5525,1658,376,0,1503,64,1738,27,159,6001435900,553
5206,740,543,0,992,174,2532,0,225,6001436500,1181
3290,561,233,0,841,22,1528,0,105,6001436700,414
2828,2261,0,98,39,3,364,0,63,6073015502,231
5910,3597,233,0,36,65,1590,0,389,6073015601,942
5755,4129,106,0,122,14,1109,0,275,6073016809,599
2898,1866,42,467,26,0,391,2,104,6073016902,434
4276,1641,111,0,1371,84,767,8,294,6073017018,422
6581,2731,126,19,2251,39,1059,14,342,6073017043,508
3101,1748,36,2,522,0,657,0,136,6073017050,366
3981,1419,595,0,727,59,932,0,249,6095250200,942
2648,727,658,14,274,0,897,7,71,6095251000,690
3746,455,516,0,1576,46,980,0,173,6095251804,621
4295,2623,209,8,532,13,724,23,163,6095252106,343
2990,845,576,0,694,0,806,11,58,6095250300,520
3621,741,407,0,764,0,1264,0,445,6095250502,452
5607,1608,945,48,2097,12,512,117,268,6095252103,630
5518,1180,498,109,783,68,2604,0,276,6095252402,1219
2086,791,440,0,121,8,439,51,236,6095252502,553
4442,2565,142,55,1184,0,251,0,245,6059052519,531
3956,3328,51,0,53,0,297,0,227,6059062619,267
12436,6584,114,0,3499,0,1747,81,411,6059062621,1072
6702,3410,161,47,1354,17,1437,0,276,6059062638,662
3920,2773,12,0,827,0,269,13,26,6059062622,253
5279,3473,164,0,811,0,699,0,132,6059062634,370
4558,2758,0,19,581,0,906,0,294,6059062637,307
7492,4696,279,0,1122,0,903,0,492,6059062639,394
1761,1005,43,0,401,0,237,0,75,6059062630,95
3639,1917,10,0,1077,0,465,16,154,6059052520,497
8868,3219,482,0,3834,201,595,45,492,6059052527,983
3896,1358,12,57,1553,0,768,0,148,6059052528,300
3625,2234,85,65,186,0,972,0,83,6071010300,941
