Tract,Disadvantaged Communities,Low-Income Communities,County name
6077001101,No,Yes,San Luis Obispo
6077001102,No,Yes,Riverside 
6077001200,No,No,Shasta 
6077001300,Yes,Yes,Siskiyou 
6077001400,Yes,Yes,Sacramento 
6077001500,Yes,Yes,Ventura 
6077001600,Yes,Yes,Alameda 
6077001700,Yes,Yes,Placer 
6077001800,Yes,Yes,Santa Clara
6077001900,Yes,Yes,Los Angeles
6077002000,Yes,Yes,San Diego
6077002100,Yes,Yes,Los Angeles
6077002201,Yes,Yes,Los Angeles
6077002202,Yes,Yes,Alameda 
6077002300,Yes,Yes,San Diego
6077002401,Yes,Yes,Siskiyou 
6077002402,Yes,Yes,San Bernardino
6077002503,Yes,Yes,Los Angeles
6077002504,Yes,No,Riverside 
6077002701,Yes,Yes,Mendocino 
6077002702,Yes,Yes,Sacramento 
6077002800,Yes,No,Alameda 
6077003106,No,No,San Francisco
6077003108,No,Yes,San Mateo
6077003109,No,No,Ventura 
6077003110,Yes,Yes,Santa Clara
6077003111,No,Yes,San Diego
6077003112,No,No,Orange 
6077003113,Yes,Yes,Orange 
6077003114,No,No,Los Angeles
6077003203,No,No,San Mateo
6077003205,No,No,Fresno 
6077003208,No,No,San Francisco
6077003209,No,No,Kern 
6077003210,No,No,Santa Clara
6077003213,No,No,San Diego
6077003214,No,No,Los Angeles
6077003215,No,Yes,Orange 
6077003216,No,No,Napa 
6077003217,No,Yes,Solano 
6077003305,Yes,Yes,Alameda 
6077003306,No,Yes,San Francisco
6077003307,No,Yes,Lassen 
6077003308,Yes,Yes,Humboldt 
6077003310,No,Yes,Yolo 
6077003311,No,Yes,Napa 
6077003312,Yes,Yes,Santa Clara
6077003313,Yes,Yes,Santa Clara
6077003403,Yes,Yes,Santa Cruz
6077003404,No,Yes,Los Angeles
6077003405,Yes,Yes,San Mateo
6077003406,Yes,Yes,Santa Clara
6077003407,Yes,Yes,Napa 
6077003409,Yes,Yes,Orange 
6077003410,No,Yes,San Bernardino
6077003500,Yes,No,Los Angeles
6077003601,Yes,No,San Francisco
6077003602,No,No,Orange 
6077003700,Yes,Yes,Alameda 
6077003801,Yes,No,Placer 
6077003802,Yes,No,Fresno 
6077003803,Yes,Yes,Shasta 
6077003900,Yes,Yes,Sonoma 
6077004001,No,Yes,San Diego
6077004002,No,No,San Bernardino
6077004102,No,No,Orange 
6077004104,No,No,Shasta 
6077004105,No,No,Los Angeles
6077004106,No,No,Marin 
6077004201,No,No,Santa Cruz
6077004202,No,No,San Diego
6077004203,No,Yes,San Luis Obispo
6077004204,No,Yes,Santa Barbara
6077004302,No,Yes,San Luis Obispo
6077004303,No,No,Riverside 
6077004305,No,No,San Diego
6077004307,No,No,San Diego
6077004308,Yes,Yes,Alameda 
6077004402,No,No,Riverside 
6077004403,Yes,Yes,Sonoma 
6077004404,Yes,Yes,San Francisco
6077004501,No,Yes,Butte 
6077004502,Yes,Yes,Shasta 
6077004600,No,No,Santa Clara
6077004701,No,Yes,Los Angeles
6077004703,No,No,Contra Costa
6077004704,No,No,Yolo 
6077004800,No,No,Orange 
6077004901,No,No,Solano 
6077004902,Yes,No,El Dorado
6077005001,No,No,Orange 
6077005003,No,No,San Diego
6077005004,No,No,Santa Clara
6077005106,Yes,No,Contra Costa
6077005108,No,Yes,Orange 
6077005109,Yes,Yes,Placer 
6077005110,Yes,No,Riverside 
6077005113,No,No,Santa Clara
6077005114,Yes,No,Santa Clara
6077005119,Yes,No,Santa Barbara
6077005122,Yes,No,San Francisco
6077005123,Yes,No,Orange 
6077005124,No,No,San Bernardino
6077005125,No,No,Alameda 
6077005126,Yes,Yes,Ventura 
6077005127,Yes,No,El Dorado
6077005129,Yes,No,Sonoma 
6077005130,Yes,No,Alameda 
6077005131,Yes,No,Alameda 
6077005132,Yes,Yes,San Diego
6077005133,Yes,No,Santa Clara
6077005134,No,No,Ventura 
6077005135,Yes,No,Los Angeles
6077005202,Yes,No,Alameda 
6077005206,Yes,No,Los Angeles
6077005207,No,No,Los Angeles
6077005208,No,No,Inyo 
6077005209,No,No,Los Angeles
6077005210,No,No,Sacramento 
6077005302,Yes,No,San Diego
6077005303,No,Yes,San Francisco
6077005305,Yes,No,Santa Cruz
6077005307,No,No,Santa Clara
6077005308,No,No,Alameda 
6077005403,No,No,Yolo 
6077005405,No,No,Monterey 
6077005406,No,No,Siskiyou 
6077005501,No,Yes,Orange 
6077005502,No,No,Sonoma 
6079010002,No,No,San Diego
6079010016,No,No,San Francisco
6079010101,No,No,Contra Costa
6079010102,No,Yes,Los Angeles
6079010201,No,No,Contra Costa
6079010202,No,No,San Diego
6079010204,No,Yes,Contra Costa
6079010205,No,No,Santa Clara
6079010300,No,No,Placer 
6079010403,No,No,San Diego
6079010404,No,No,Placer 
6079010503,No,Yes,Kern 
6079010504,No,No,Sacramento 
6079010602,No,No,Orange 
6079010603,No,No,Placer 
6079010701,No,No,Mono 
6079010703,No,Yes,Sonoma 
6079010707,No,No,Orange 
6079010901,No,Yes,Los Angeles
6079010902,No,Yes,El Dorado
6079011001,No,No,El Dorado
6079011002,No,Yes,San Diego
6079011101,No,Yes,Riverside 
6079011102,No,No,Orange 
6079011103,No,Yes,San Diego
6079011200,No,Yes,San Diego
6079011300,No,No,Los Angeles
6079011400,No,No,Contra Costa
6079011501,No,No,Riverside 
6079011503,No,No,Orange 
6079011504,No,No,San Mateo
6079011600,No,No,Alameda 
6079011701,No,No,El Dorado
6079011704,No,No,San Diego
6079011800,No,No,San Diego
6079011901,No,No,Ventura 
6079011902,No,No,Orange 
6079012000,No,No,Lake 
6079012102,No,No,Los Angeles
6079012200,No,Yes,Los Angeles
6079012302,No,No,San Francisco
6079012304,No,No,El Dorado
6079012401,No,No,San Diego
6079012402,No,No,Yolo 
6079012502,No,No,San Bernardino
6079012503,No,No,Contra Costa
6079012505,No,No,Sonoma 
6079012600,No,No,Shasta 
6079012702,No,No,Contra Costa
6079012704,No,No,Santa Clara
6079012800,No,No,Santa Barbara
6079012900,No,No,Riverside 
6079013000,No,No,Alpine 
6079990000,No,No,Santa Barbara
6081600100,No,Yes,San Mateo
6081600200,No,Yes,Orange 
6081600300,No,Yes,San Francisco
6081600401,No,No,Santa Clara
6081600402,No,Yes,Los Angeles
6081600500,No,Yes,Orange 
6081600600,No,Yes,San Francisco
6081600700,No,Yes,Santa Clara
6081600800,No,Yes,San Francisco
6081600900,No,No,Siskiyou 
6081601000,No,No,San Diego
6081601100,No,Yes,Sonoma 
6081601200,No,Yes,Placer 
6081601300,No,Yes,San Diego
6081601400,No,Yes,San Diego
6081601501,No,Yes,Orange 
6081601502,No,Yes,Santa Clara
6081601601,No,Yes,San Luis Obispo
6081601603,No,No,Santa Clara
6081601604,No,Yes,Santa Clara
6081601605,No,Yes,Napa 
6081601700,No,No,San Diego
6081601800,No,No,San Francisco
6081601901,No,Yes,San Diego
6081601902,No,Yes,Napa 
6081602000,No,No,Orange 
6081602100,Yes,Yes,San Francisco
6081602200,No,Yes,Los Angeles
6081602300,Yes,Yes,Orange 
6081602400,No,Yes,Santa Clara
6081602500,No,No,Los Angeles
6081602600,No,No,Marin 
6081602700,No,No,Los Angeles
6081602800,No,No,Riverside 
6081602900,No,No,Sacramento 
6081603000,No,No,Santa Barbara
6081603100,No,No,Los Angeles
6081603200,No,No,Mendocino 
6081603300,No,No,Los Angeles
6081603400,No,No,San Diego
6081603700,No,No,Santa Clara
6081603801,No,Yes,Contra Costa
6081603802,No,No,San Mateo
6081603900,No,No,San Diego
6081604000,No,No,Sacramento 
6081604101,No,Yes,Santa Clara
6081604102,No,Yes,Orange 
6081604200,Yes,Yes,Riverside 
6081604400,No,Yes,Los Angeles
6081604500,No,No,Los Angeles
6081604600,No,No,Contra Costa
6081604700,No,No,Orange 
6081604800,No,Yes,San Diego
6081604900,No,No,San Diego
6081605000,No,No,Los Angeles
6081605100,No,No,Butte 
6081605200,No,No,San Diego
6081605300,No,No,Shasta 
6081605400,No,Yes,Contra Costa
6081605500,No,Yes,Los Angeles
6081605600,No,No,San Luis Obispo
6081605700,No,No,San Francisco
6081605800,No,No,Alameda 
6081605900,No,No,San Francisco
6081606000,No,Yes,Alameda 
6081606100,No,Yes,Sonoma 
6081606200,No,Yes,San Diego
6081606300,No,Yes,El Dorado
6081606400,No,No,San Bernardino
6081606500,No,No,San Diego
6081606600,No,No,San Diego
6081606700,No,No,Sonoma 
6081606800,No,No,San Diego
6081606900,No,No,Napa 
6081607000,No,No,Alameda 
6081607100,No,No,Orange 
6081607200,No,Yes,Santa Clara
6081607300,No,No,Los Angeles
6081607400,No,No,Orange 
6081607500,No,No,San Diego
6081607600,No,No,San Francisco
6081607701,No,Yes,San Diego
6081607702,No,No,Sacramento 
6081607800,No,No,Solano 
6081607900,No,No,Orange 
6081608001,No,No,San Diego
6081608002,No,No,San Diego
6081608004,No,No,San Diego
6081608013,No,No,Sacramento 
6081608023,No,No,San Mateo
6081608100,No,No,San Diego
6081608200,No,No,San Diego
6081608300,No,No,Marin 
6081608400,No,No,Santa Cruz
6081608501,No,No,Sacramento 
6081608502,No,No,San Diego
6081608600,No,No,Shasta 
6081608700,No,No,Santa Cruz
6081608800,No,No,San Diego
6081608900,No,No,Alameda 
6081609000,No,No,San Francisco
6081609100,No,No,Los Angeles
6081609201,No,No,San Francisco
6081609202,No,No,Los Angeles
6081609300,No,No,Riverside 
6081609400,No,No,Los Angeles
6081609500,No,No,San Luis Obispo
6081609601,No,No,Los Angeles
6081609602,No,No,Del Norte
6081609603,No,No,San Francisco
6081609700,No,No,Alameda 
6081609800,No,No,San Diego
6081609900,No,No,Placer 
6081610000,No,No,Riverside 
6081610100,No,Yes,El Dorado
6081610201,Yes,Yes,San Bernardino
6081610202,No,Yes,Los Angeles
6081610203,No,Yes,Orange 
6081610302,No,Yes,San Diego
6081610303,No,No,Santa Cruz
6081610304,No,No,San Mateo
6081610400,No,Yes,San Francisco
6081610500,No,Yes,Orange 
6081610601,No,Yes,Orange 
6081610602,No,No,Sacramento 
6081610700,No,Yes,San Diego
6081610800,No,Yes,San Mateo
6081610900,No,Yes,Ventura 
6081611000,No,No,Santa Clara
6081611100,No,No,Los Angeles
6081611200,No,No,Ventura 
6081611300,No,No,Orange 
6081611400,No,No,Riverside 
6081611500,No,No,Fresno 
6081611600,No,No,Los Angeles
6081611700,No,Yes,Los Angeles
6081611800,No,Yes,Marin 
6081611900,Yes,Yes,Orange 
6081612000,Yes,Yes,Sacramento 
6081612100,No,Yes,Santa Barbara
6081612500,No,No,San Mateo
6081612600,No,No,Los Angeles
6081612700,No,No,Humboldt 
6081612800,No,No,Santa Clara
6081612900,No,No,Humboldt 
6081613000,No,No,San Diego
6081613200,No,No,Sacramento 
6081613300,No,No,San Bernardino
6081613400,No,No,Los Angeles
6081613501,No,No,San Mateo
6081613502,No,No,Ventura 
6081613600,No,No,Orange 
6081613700,No,No,Del Norte
6081613800,No,Yes,Nevada 
6081613900,No,No,San Francisco
6081614000,No,No,San Mateo
6081984300,No,No,Santa Clara
6081990100,No,No,Orange 
6083000101,No,Yes,San Diego
6083000102,No,No,San Francisco
6083000103,No,No,San Diego
6083000200,No,No,Santa Clara
6083000301,No,No,Plumas 
6083000302,No,No,Los Angeles
6083000400,No,No,Los Angeles
6083000501,No,No,Fresno 
6083000502,No,No,Kern 
6083000600,No,No,Marin 
6083000700,No,No,Yolo 
6083000801,No,Yes,Yolo 
6083000804,No,Yes,Placer 
6083000900,No,Yes,San Luis Obispo
6083001000,No,Yes,Sacramento 
6083001101,No,Yes,Sonoma 
6083001102,No,Yes,Los Angeles
6083001203,No,No,Sacramento 
6083001206,No,Yes,Sonoma 
6083001208,No,No,Riverside 
6083001304,No,No,San Francisco
6083001306,No,No,Modoc 
6083001402,No,No,Orange 
6083001500,No,No,Santa Barbara
6083001601,No,No,Nevada 
6083001604,No,Yes,San Francisco
6083001704,No,No,Orange 
6083001706,No,No,El Dorado
6083001800,No,Yes,Madera 
6083001901,No,No,San Mateo
6083001903,No,No,Humboldt 
6083001905,No,No,Los Angeles
6083001906,No,No,Sonoma 
6083002005,No,No,San Francisco
6083002006,No,No,Los Angeles
6083002007,No,No,Alameda 
6083002008,No,No,Orange 
6083002009,No,No,Yolo 
6083002010,No,No,Los Angeles
6083002011,No,No,Orange 
6083002012,No,No,Sacramento 
6083002013,No,No,Calaveras 
6083002101,No,Yes,Los Angeles
6083002102,No,No,Napa 
6083002103,No,Yes,Orange 
6083002205,No,Yes,San Diego
6083002206,No,Yes,San Francisco
6083002209,No,Yes,Orange 
6083002210,No,No,Los Angeles
6083002211,No,No,Santa Clara
6083002303,No,Yes,Solano 
6083002304,No,Yes,Orange 
6083002305,No,Yes,San Francisco
6083002306,No,Yes,Riverside 
6083002402,No,Yes,San Francisco
6083002403,No,Yes,Monterey 
6083002404,No,Yes,Solano 
6083002502,No,Yes,Kern 
6083002604,No,No,Los Angeles
6083002606,No,Yes,Contra Costa
6083002702,No,Yes,San Mateo
6083002703,No,Yes,Riverside 
6083002705,No,Yes,Los Angeles
6083002706,No,Yes,Sacramento 
6083002707,No,Yes,Ventura 
6083002708,No,Yes,Ventura 
6083002802,No,No,Los Angeles
6083002806,No,Yes,Solano 
6083002808,No,No,San Luis Obispo
6083002809,No,No,Santa Clara
6083002906,No,No,San Mateo
6083002907,No,No,Yolo 
6083002909,No,No,Santa Clara
6083002913,No,No,Contra Costa
6083002914,No,No,Contra Costa
6083002915,No,Yes,San Mateo
6083002922,No,No,Alameda 
6083002924,No,Yes,San Luis Obispo
6083002926,No,Yes,Orange 
6083002928,No,Yes,Sonoma 
6083002930,No,No,San Diego
6083002932,No,No,San Diego
6083003001,No,No,Orange 
6083003004,No,No,Los Angeles
6083003005,No,No,Los Angeles
6083003007,No,No,Los Angeles
6083003102,No,No,San Diego
6083980000,No,No,San Francisco
6083980100,No,No,Sonoma 
6083990000,No,No,Orange 
6085500100,Yes,Yes,Orange 
6085500200,No,No,Alameda 
6085500300,No,No,Orange 
6085500400,No,No,Placer 
6085500500,No,No,Los Angeles
6085500600,No,No,San Diego
6085500800,No,Yes,San Francisco
6085500901,No,Yes,San Francisco
6085500902,No,Yes,San Bernardino
6085501000,No,Yes,Los Angeles
6085501101,No,Yes,Alameda 
6085501102,Yes,Yes,Los Angeles
6085501200,No,Yes,Santa Cruz
6085501300,No,Yes,Los Angeles
6085501401,Yes,Yes,Ventura 
6085501402,No,Yes,San Benito
6085501501,Yes,Yes,Contra Costa
6085501502,No,Yes,Riverside 
6085501600,Yes,Yes,Santa Barbara
6085501700,No,Yes,San Francisco
6085501800,No,No,Los Angeles
6085501900,No,No,Los Angeles
6085502001,No,Yes,Orange 
6085502002,No,Yes,Monterey 
6085502101,No,No,Sonoma 
6085502102,No,Yes,Santa Barbara
6085502201,No,Yes,Alameda 
6085502202,No,No,Santa Clara
6085502301,No,No,San Diego
6085502302,No,No,Marin 
6085502400,No,No,Riverside 
6085502500,No,No,Orange 
6085502601,No,No,Santa Barbara
6085502603,No,No,San Diego
6085502604,No,No,Santa Barbara
6085502701,No,No,Los Angeles
6085502702,No,No,San Diego
6085502800,No,No,Santa Barbara
6085502901,No,No,Los Angeles
6085502902,No,No,Mendocino 
6085502903,No,No,Sacramento 
6085502906,No,No,San Diego
6085502907,No,No,San Diego
6085502908,No,No,Sacramento 
6085502909,No,No,Alameda 
6085502910,No,No,Los Angeles
6085503001,No,No,Orange 
6085503002,No,No,Santa Clara
6085503003,No,No,Ventura 
6085503105,Yes,Yes,San Mateo
6085503108,No,No,San Diego
6085503110,Yes,Yes,Shasta 
6085503111,No,Yes,Contra Costa
6085503112,No,Yes,San Mateo
6085503113,Yes,Yes,San Diego
6085503115,No,No,Riverside 
6085503116,No,Yes,San Diego
6085503117,Yes,Yes,Fresno 
6085503118,No,Yes,Los Angeles
6085503121,No,Yes,Riverside 
6085503122,Yes,Yes,Alameda 
6085503123,No,Yes,Lassen 
6085503204,No,Yes,Santa Clara
6085503207,No,No,Los Angeles
6085503208,No,Yes,Orange 
6085503210,No,Yes,Sacramento 
6085503211,No,No,Humboldt 
6085503212,No,No,San Francisco
6085503213,No,Yes,San Diego
6085503214,Yes,Yes,Los Angeles
6085503217,No,Yes,San Diego
6085503218,No,Yes,Los Angeles
6085503304,No,Yes,Orange 
6085503305,No,Yes,Los Angeles
6085503306,No,Yes,Orange 
6085503312,No,No,Yolo 
6085503313,No,No,Santa Cruz
6085503315,No,Yes,Ventura 
6085503321,No,No,Contra Costa
6085503322,No,No,Alameda 
6085503323,No,No,Orange 
6085503324,No,No,San Diego
6085503325,No,No,Orange 
6085503326,No,No,Santa Clara
6085503327,No,Yes,Mendocino 
6085503329,No,No,Marin 
6085503330,No,No,Inyo 
6085503331,No,No,Santa Cruz
6085503332,No,No,San Diego
6085503333,No,No,Sacramento 
6085503334,No,No,Contra Costa
6085503336,No,No,Santa Cruz
6085503337,No,Yes,Alameda 
6085503401,No,Yes,Orange 
6085503402,No,Yes,Santa Clara
6085503504,No,Yes,Contra Costa
6085503506,No,Yes,Riverside 
6085503507,No,Yes,San Diego
6085503508,No,Yes,San Diego
6085503509,No,Yes,Sonoma 
6085503510,No,Yes,San Mateo
6085503511,No,No,Santa Clara
6085503601,Yes,Yes,Plumas 
6085503602,Yes,Yes,Sonoma 
6085503703,No,Yes,San Diego
6085503707,No,Yes,Solano 
6085503708,No,Yes,San Diego
6085503709,No,Yes,Orange 
6085503710,No,Yes,Riverside 
6085503711,No,Yes,San Diego
6085503712,No,Yes,San Diego
6085503713,No,Yes,Santa Cruz
6085503802,No,No,Ventura 
6085503803,No,Yes,Orange 
6085503804,No,Yes,Orange 
6085503902,No,Yes,San Francisco
6085503903,No,Yes,Orange 
6085504001,No,Yes,Santa Clara
6085504002,No,Yes,San Mateo
6085504101,No,Yes,Santa Clara
6085504102,No,Yes,Santa Barbara
6085504201,No,No,Los Angeles
6085504202,No,No,Contra Costa
6085504307,No,No,Los Angeles
6085504308,No,No,Ventura 
6085504311,No,No,Santa Barbara
6085504314,No,No,Santa Cruz
6085504315,No,No,Orange 
6085504316,No,No,Orange 
6085504317,No,No,Mendocino 
6085504318,Yes,Yes,San Luis Obispo
6085504319,No,No,Santa Clara
6085504320,No,No,Marin 
6085504321,No,No,Los Angeles
6085504322,No,No,Orange 
6085504323,No,No,San Diego
6085504410,No,Yes,Orange 
6085504411,No,No,Yuba 
6085504412,No,Yes,Contra Costa
6085504413,No,No,San Diego
6085504414,No,No,Contra Costa
6085504415,No,No,San Francisco
6085504416,No,No,San Diego
6085504417,No,No,Trinity 
6085504418,No,No,Santa Clara
6085504420,No,No,San Mateo
6085504421,No,No,Santa Clara
6085504422,No,Yes,Los Angeles
6085504423,No,No,Alameda 
6085504504,No,No,Marin 
6085504505,No,No,San Diego
6085504506,No,Yes,Alameda 
6085504507,No,No,Los Angeles
6085504601,No,Yes,San Mateo
6085504602,Yes,Yes,Santa Clara
6085504700,No,Yes,Santa Clara
6085504802,No,Yes,Ventura 
6085504803,No,No,San Diego
6085504805,No,No,Riverside 
6085504806,No,No,San Diego
6085504901,No,No,Humboldt 
6085505001,No,No,Humboldt 
6085505006,No,No,Los Angeles
6085505007,No,No,Los Angeles
6085505008,No,No,Alameda 
6085505009,No,Yes,Alameda 
6085505100,No,No,Los Angeles
6085505202,Yes,Yes,Marin 
6085505203,No,No,Orange 
6085505301,No,No,Santa Cruz
6085505302,No,No,San Mateo
6085505303,No,Yes,Los Angeles
6085505304,No,No,Nevada 
6085505305,No,No,Santa Cruz
6085505401,No,No,Santa Clara
6085505402,No,No,San Mateo
6085505403,No,No,San Diego
6085505500,No,No,San Francisco
6085505600,No,Yes,Marin 
6085505700,No,Yes,Sacramento 
6085505800,No,No,El Dorado
6085505900,No,No,San Luis Obispo
6085506000,No,No,Contra Costa
6085506101,No,No,Orange 
6085506102,No,No,Los Angeles
6085506103,No,No,Los Angeles
6085506202,No,No,Orange 
6085506203,No,No,San Diego
6085506204,No,No,San Diego
6085506301,No,No,Orange 
6085506302,No,No,Placer 
6085506304,No,Yes,San Diego
6085506305,No,Yes,Mariposa 
6085506401,No,No,San Diego
6085506402,No,No,San Joaquin
6085506501,No,Yes,Santa Clara
6085506502,No,No,Alameda 
6085506503,No,No,Riverside 
6085506601,No,No,Butte 
6085506603,No,No,Placer 
6085506604,No,No,San Mateo
6085506605,No,No,Riverside 
6085506606,No,No,Los Angeles
6085506701,No,No,Placer 
6085506702,No,No,Sonoma 
6085506703,No,No,Los Angeles
6085506801,No,No,San Diego
6085506802,No,No,Calaveras 
6085506803,No,No,Orange 
6085506804,No,No,San Luis Obispo
6085506900,No,No,San Diego
6085507001,No,No,Los Angeles
6085507002,No,No,San Francisco
6085507100,No,No,Riverside 
6085507203,No,No,San Mateo
6085507205,No,No,Los Angeles
6085507206,No,No,El Dorado
6085507301,No,No,San Mateo
6085507302,No,No,Contra Costa
6085507401,No,No,Ventura 
6085507402,No,No,Contra Costa
6085507500,No,No,Los Angeles
6085507600,No,No,San Diego
6085507701,No,No,San Diego
6085507702,No,No,San Diego
6085507703,No,No,San Francisco
6085507805,No,No,Orange 
6085507806,No,No,Trinity 
6085507807,No,No,Santa Clara
6085507808,No,No,San Mateo
6085507903,No,No,Trinity 
6085507904,No,No,San Diego
6085507905,No,No,Contra Costa
6085507906,No,No,Placer 
6085508001,No,No,Humboldt 
6085508003,No,No,Santa Cruz
6085508004,No,No,Santa Clara
6085508101,No,No,Orange 
6085508102,No,No,El Dorado
6085508202,No,No,Placer 
6085508203,No,No,Orange 
6085508204,No,No,Sacramento 
6085508301,No,No,Santa Clara
6085508303,No,No,Los Angeles
6085508304,No,No,Orange 
6085508401,No,No,Yolo 
6085508403,No,No,Santa Clara
6085508404,No,No,San Diego
6085508503,No,No,Riverside 
6085508504,No,No,El Dorado
6085508505,No,No,Ventura 
6085508507,No,No,Santa Clara
6085508508,No,No,Los Angeles
6085508601,No,No,San Diego
6085508602,No,No,San Diego
6085508703,No,No,San Diego
6085508704,No,No,San Francisco
6085508800,No,No,El Dorado
6085508900,No,No,Orange 
6085509000,No,Yes,Ventura 
6085509102,No,No,Placer 
6085509105,No,No,Contra Costa
6085509106,No,No,Orange 
6085509107,No,No,Riverside 
6085509108,No,No,Butte 
6085509109,No,No,Los Angeles
6085509201,No,No,Placer 
6085509202,No,No,San Mateo
6085509302,No,No,Santa Clara
6085509303,No,Yes,Orange 
6085509304,No,No,San Luis Obispo
6085509401,No,No,Butte 
6085509403,No,No,Placer 
6085509404,No,No,Santa Clara
6085509500,No,No,San Diego
6085509600,No,No,San Diego
6085509700,No,No,Orange 
6085509801,No,No,Los Angeles
6085509802,No,No,Santa Cruz
6085509901,No,No,Orange 
6085509902,No,No,Yolo 
6085510001,No,No,San Diego
6085510002,No,No,Los Angeles
6085510100,No,No,Shasta 
6085510200,No,No,Santa Clara
6085510300,No,No,San Francisco
6085510400,No,No,Orange 
6085510500,No,No,San Mateo
6085510600,No,No,Alameda 
6085510700,No,No,Los Angeles
6085510801,No,No,San Diego
6085510802,No,No,Ventura 
6085510803,No,No,San Diego
6085510900,No,No,San Mateo
6085511000,No,No,San Bernardino
6085511100,No,No,Sacramento 
6085511200,No,No,Marin 
6085511301,No,No,San Diego
6085511302,No,No,Orange 
6085511400,No,No,Santa Barbara
6085511500,No,No,Alameda 
6085511608,No,Yes,Sonoma 
6085511609,No,No,San Diego
6085511701,No,No,San Mateo
6085511702,No,No,San Diego
6085511704,No,No,Alameda 
6085511705,No,No,Sonoma 
6085511707,No,No,Los Angeles
6085511800,No,No,Orange 
6085511905,No,No,Placer 
6085511907,No,No,Santa Clara
6085511909,No,No,Alameda 
6085511910,No,No,Placer 
6085511911,No,No,San Francisco
6085511912,No,No,Alameda 
6085511913,No,No,San Mateo
6085511914,No,No,Alameda 
6085511915,No,Yes,San Luis Obispo
6085511916,No,No,Los Angeles
6085512001,No,No,Ventura 
6085512005,No,No,Santa Clara
6085512017,No,Yes,San Diego
6085512019,No,No,El Dorado
6085512020,No,No,Sonoma 
6085512021,No,No,San Diego
6085512022,No,Yes,San Diego
6085512023,No,Yes,Santa Clara
6085512024,No,No,Trinity 
6085512025,No,No,Placer 
6085512026,No,Yes,Los Angeles
6085512027,No,Yes,Los Angeles
6085512029,No,No,Napa 
6085512030,No,No,Santa Clara
6085512031,No,No,San Francisco
6085512032,No,No,Madera 
6085512033,No,No,Santa Clara
6085512034,No,No,Los Angeles
6085512035,No,No,San Luis Obispo
6085512036,No,No,Riverside 
6085512037,No,No,San Diego
6085512038,No,No,Orange 
6085512039,No,No,San Bernardino
6085512042,No,Yes,Shasta 
6085512043,No,Yes,Santa Clara
6085512045,No,No,San Francisco
6085512047,No,No,Los Angeles
6085512052,No,No,Placer 
6085512053,No,No,Ventura 
6085512100,No,No,San Francisco
6085512200,No,No,Sonoma 
6085512305,No,No,Nevada 
6085512307,No,No,San Diego
6085512308,No,No,Shasta 
6085512309,No,No,San Luis Obispo
6085512310,Yes,Yes,Fresno 
6085512311,No,No,Orange 
6085512312,No,No,Los Angeles
6085512313,No,No,Sonoma 
6085512314,No,Yes,Orange 
6085512401,No,No,San Mateo
6085512402,No,No,Los Angeles
6085512503,No,No,San Diego
6085512505,No,No,Los Angeles
6085512506,No,Yes,Contra Costa
6085512508,No,Yes,San Francisco
6085512509,No,Yes,San Diego
6085512510,No,No,Orange 
6085512602,Yes,Yes,San Diego
6085512603,Yes,Yes,Shasta 
6085512604,No,Yes,San Mateo
6085513000,No,Yes,Los Angeles
6085513500,No,No,San Diego
6087100100,No,No,Santa Barbara
6087100200,No,Yes,Riverside 
6087100300,No,No,Santa Barbara
6087100400,No,Yes,Nevada 
6087100500,No,No,Placer 
6087100600,No,No,San Diego
6087100700,No,Yes,Santa Clara
6087100800,No,Yes,Los Angeles
6087100900,No,No,Contra Costa
6087101000,No,Yes,Orange 
6087101100,No,Yes,Sonoma 
6087101200,No,Yes,Santa Barbara
6087110100,No,Yes,Los Angeles
6087110200,No,Yes,San Luis Obispo
6087110300,Yes,Yes,Butte 
6087110400,Yes,Yes,Alameda 
6087110501,No,Yes,Ventura 
6087110502,No,Yes,Orange 
6087110600,No,Yes,Santa Barbara
6087110700,No,Yes,Los Angeles
6087120200,No,No,Los Angeles
6087120301,No,No,San Mateo
6087120302,No,No,San Diego
6087120400,No,No,San Diego
6087120500,No,No,San Diego
6087120600,No,No,Orange 
6087120700,No,No,San Diego
6087120800,No,No,Sonoma 
6087120900,No,No,San Diego
6087121000,No,No,Orange 
6087121100,No,No,San Diego
6087121200,No,No,Ventura 
6087121300,No,No,Los Angeles
6087121401,No,Yes,San Diego
6087121402,No,Yes,Placer 
6087121403,No,No,Riverside 
6087121500,No,Yes,Los Angeles
6087121600,No,Yes,San Francisco
6087121700,No,Yes,San Diego
6087121800,No,Yes,Riverside 
6087122001,No,No,Marin 
6087122002,No,No,San Diego
6087122003,No,No,Los Angeles
6087122100,No,Yes,Santa Clara
6087122201,No,No,San Diego
6087122202,No,No,Los Angeles
6087122203,No,No,Orange 
6087122300,No,No,Santa Clara
6087122400,No,No,San Mateo
6087122500,No,Yes,Marin 
6087123100,No,Yes,Contra Costa
6087123300,No,Yes,Yolo 
6087990100,No,No,El Dorado
6089010100,No,Yes,Marin 
6089010200,No,Yes,Sonoma 
6089010300,No,Yes,San Mateo
6089010400,No,Yes,Orange 
6089010500,No,Yes,Lassen 
6089010601,No,No,Los Angeles
6089010602,No,No,San Francisco
6089010603,No,No,Alameda 
6089010702,No,No,Los Angeles
6089010703,No,Yes,Marin 
6089010704,No,Yes,San Diego
6089010803,No,Yes,San Diego
6089010804,No,No,Fresno 
6089010805,No,No,Los Angeles
6089010806,No,Yes,Fresno 
