Total Population,Poverty,Census Tract
6365,658,6037267200
2929,453,6037267600
5316,1504,6037402301
3750,505,6037402403
3802,435,6037134302
5590,600,6037134303
3957,111,6037134421
6072,1971,6037134520
3496,299,6037135111
3753,206,6037271400
5750,618,6037271701
3300,746,6037271801
3072,349,6037273800
4075,540,6037276400
1828,380,6037276500
3115,192,6037277100
6714,1235,6037293201
4264,1712,6037294810
6138,236,6037300701
6740,1888,6037301502
6566,1220,6037301601
5976,783,6037302102
2856,98,6037143902
3218,788,6037183620
3479,247,6037187300
2090,294,6037189702
2643,615,6037199110
3459,1798,6037191720
3831,706,6037197200
3153,882,6037203900
2960,795,6037204120
2283,1051,6037204410
3263,1173,6037204910
3521,1724,6037205120
1936,851,6037206050
5468,747,6037216200
5020,384,6037216900
2852,454,6037218800
5780,528,6037311500
6045,1687,6037302103
5347,744,6037310800
6005,540,6037310900
7419,1058,6037320100
5826,330,6037400204
3202,501,6037400302
5512,1081,6037401101
3347,77,6037401201
5451,677,6037401601
5431,1351,6037402101
4280,312,6037403319
6434,383,6037403408
4135,831,6037404902
3585,449,6037405203
4856,355,6037405400
5946,744,6037406102
6324,479,6037406500
6596,822,6037407900
5396,978,6037408628
5463,465,6037408705
4057,2594,6037900607
0,0,6037901003
13184,1350,6037901004
2218,186,6073008902
6172,420,6073009101
4488,1433,6083002101
8747,3114,6083002404
4043,1288,6083002705
5046,324,6083003004
4248,328,6083000200
6673,2593,6083002403
3850,202,6083002906
5577,681,6083002211
5060,544,6083002809
5325,445,6097151100
4353,498,6097150602
5131,1249,6097150701
6314,1722,6097151305
5613,446,6097151307
4341,967,6097151310
3274,899,6097151900
3909,822,6097152201
6572,987,6097152202
6620,3801,6107004200
7429,4012,6107004300
2522,1281,6107000202
7528,3413,6107001004
3654,593,6107002009
4454,1937,6107002601
4548,2463,6107003802
6680,3238,6107003901
5725,2072,6107001602
7535,3939,6107004400
3257,1580,6107000302
7078,2810,6107003602
4584,823,6107002302
1115,521,6107001200
4413,1409,6107002500
4575,2356,6107003001
7992,4050,6107000900
4355,440,6107002006
7363,2503,6113010101
3419,682,6113010201
4094,748,6113011400
4494,758,6113010505
5065,2118,6113010510
4635,2398,6113010703
3256,261,6113010605
6074,1050,6113010902
3738,138,6113011002
2700,151,6113011203
7559,2157,6113010102
3894,2352,6113010501
5363,2376,6113010701
7829,587,6113011206
5548,2899,6113010203
3837,652,6037462400
7290,2050,6067004905
5432,701,6067007904
3512,338,6067008138
2750,291,6067008211
2351,223,6067009309
4914,691,6067008208
4782,247,6067008504
6886,444,6067008600
5314,1619,6067009008
5666,1014,6067009307
2297,189,6067009406
7852,1326,6067009502
3389,148,6067000300
6166,1319,6037910706
3234,637,6037502302
5478,425,6037920329
1612,75,6037920332
3839,432,6037101400
5230,949,6037104310
3405,341,6037106403
5873,1200,6037106520
4541,149,6037571101
3981,227,6037571102
4667,744,6037571502
2290,1647,6037571600
6201,1902,6037573202
1979,64,6037573902
5485,2442,6037576403
2808,1062,6037576501
4717,1248,6037576502
4316,959,6037576503
5454,2205,6037576901
5515,515,6037577300
7151,3412,6037600100
2782,743,6037600302
1967,211,6037600703
2505,209,6037600802
4635,1898,6037297110
2838,152,6037310300
5509,226,6037400206
5820,758,6037401902
1866,86,6037403500
3512,401,6037555002
5661,984,6001430500
6614,715,6001430600
4105,285,6001430700
2018,144,6001400200
4366,632,6001401100
4331,1518,6001401400
2663,669,6001401500
2985,610,6001401700
2515,852,6001402200
7113,1068,6073019904
4831,437,6073020015
4485,284,6073020024
3816,426,6073020106
5881,1682,6073020206
5370,1537,6073020209
6763,1958,6073020211
6898,607,6073020304
7447,1676,6073020307
6274,1081,6073020601
3238,315,6073001100
4370,706,6073001700
5852,2340,6073001800
3124,198,6073001900
5319,1306,6073002100
4864,1452,6073002401
5646,2558,6073002708
4250,2271,6073002709
5117,889,6073002803
7399,2041,6073002902
7088,1716,6073003115
4563,1278,6073003202
4537,2178,6073003502
3213,721,6073003602
7328,2437,6073004100
6686,3069,6073005100
2268,225,6073006100
4559,320,6073007100
2220,149,6073007302
3542,172,6073008102
15685,704,6073008333
10214,995,6073008335
2423,55,6073008336
3589,277,6073008344
5971,331,6073008348
4118,1044,6037572301
4129,1587,6037575102
3245,478,6037600911
4245,735,6037603600
976,93,6037621002
5529,674,6037700400
4757,162,6037702501
3918,1014,6037900705
3674,430,6037463102
7485,1918,6037482402
5643,1344,6037533401
4395,1482,6037534301
4532,1002,6037542000
4330,299,6037261200
5215,2103,6037229100
2456,235,6037271100
5627,375,6037275311
2826,396,6037482102
7214,943,6037464100
7242,1437,6037481402
4498,808,6037482800
4020,156,6037503201
5574,789,6037651001
4542,215,6037670411
5571,458,6037701000
9751,1513,6037702901
2799,746,6037199900
4035,1172,6037201120
2720,786,6037201200
5345,1456,6037201501
4613,1194,6037201700
5436,95,6037277000
3643,706,6037291130
3647,822,6037291220
5093,1779,6037294410
3189,1406,6037296210
4434,730,6037134103
3293,349,6037432902
2965,996,6037433602
5149,527,6037920108
4264,325,6037920112
6725,511,6037920326
4250,464,6037101300
5851,720,6073008501
2792,176,6073008513
5286,640,6073020109
4918,1384,6073020207
6387,368,6073020706
5946,702,6073020806
2071,136,6073020902
2036,302,6073020904
5844,279,6073008327
6993,817,6073008502
7789,1089,6073008507
7782,1204,6073008509
7259,1418,6073008510
7351,289,6073009505
4352,510,6073009509
4243,398,6073009705
0,0,6073009902
5057,764,6073010004
3628,823,6095252604
6710,660,6095252702
4707,524,6095251803
3635,925,6095251200
6361,1710,6073010103
2502,795,6073010401
2078,155,6073010900
4266,780,6073013306
5433,613,6073013505
2378,207,6073013701
4041,953,6073013908
2539,121,6073016608
7829,1340,6073016804
4737,526,6073017009
7759,1031,6073017015
2784,201,6073010800
6112,1930,6073011700
3652,1109,6073012102
3245,678,6073012303
4879,1450,6073012600
2685,443,6073013103
11277,808,6073013311
4997,494,6073013412
4403,1353,6025010700
7666,2519,6025010900
6497,948,6025011201
3549,202,6037103300
3440,887,6037104401
2947,871,6037104500
5442,660,6037107020
3125,333,6037111100
5143,741,6037111302
8006,1420,6037111400
4583,605,6037270100
4309,277,6075021700
1911,448,6075022802
5174,1200,6075022901
2598,395,6075022902
3487,198,6075022903
3793,524,6075023003
3892,461,6075026403
4505,374,6075030201
4315,239,6075030302
5629,299,6075030400
4229,367,6075010300
3734,1265,6037213202
3798,318,6037214100
6326,820,6037217100
5345,1183,6037218300
4978,1391,6037218400
4545,1346,6037219700
5289,1658,6037220000
3837,2271,6037221110
3145,1313,6037221120
5438,1805,6037222500
2461,1252,6037224020
3069,1308,6037224320
3615,1437,6037227020
4812,2010,6037228720
4625,1561,6037229200
5439,1517,6037231300
3941,2145,6037231710
6588,2993,6037232700
5782,2707,6037236202
4462,658,6037236400
3696,2054,6037237720
7402,3198,6037240500
6320,2696,6037240900
3687,253,6037261102
5839,2378,6025011500
6592,2613,6025012100
11276,3692,6025011300
1172,299,6025010300
14033,1181,6025011000
3485,1034,6025011100
5837,1496,6025011600
912,144,6025012400
6825,1701,6025010600
7530,2612,6025010500
5469,3011,6025011202
5341,1263,6025011700
6248,918,6025011803
5691,2194,6025012302
4544,2170,6025011400
1159,261,6025012301
1202,158,6025010800
5344,1430,6025011802
4144,165,6025011801
11198,2439,6025011900
7116,2967,6025012200
8083,838,6051000200
6162,1195,6069000200
9156,1095,6069000600
4903,436,6069000100
6264,962,6069000400
4419,677,6069000300
6132,527,6001451503
5424,1630,6001409300
5149,1426,6001409700
7117,635,6001451300
2768,555,6001402400
3437,53,6001404300
2707,351,6001404800
4559,2091,6001406202
2294,598,6001406400
5795,1434,6001407000
6846,2379,6001407200
4399,1237,6001407400
5296,640,6001408300
2674,610,6001410100
3439,194,6001420600
2100,58,6001421100
1642,124,6001421400
4657,105,6037262200
2229,243,6037262301
3076,179,6037262400
2528,138,6037265100
0,0,6037265301
2328,478,6037530700
4840,2177,6037531301
6445,1113,6037540101
2439,1150,6037540201
3195,1056,6037540700
5812,1627,6037404702
4869,612,6037403721
3278,494,6037403901
6818,929,6037404100
4748,1068,6037404802
6110,824,6037405001
5591,838,6037406601
5410,805,6037406602
4919,679,6037407301
6870,1308,6037407702
2638,885,6037123206
4337,999,6037123301
3576,1352,6037534302
3954,234,6037920029
3360,294,6037920040
7005,520,6037920043
2936,107,6037920104
3156,861,6037534802
3690,1120,6037534804
5823,2087,6037535200
6122,2731,6037535300
4984,1605,6037535702
4570,1005,6037535803
5688,1545,6037535901
3046,1416,6037541603
5863,2213,6037541604
4653,2101,6037542501
4693,1428,6029005201
4669,2179,6029000300
4872,2207,6029001902
5442,1372,6029000908
10406,3016,6029001000
2651,202,6029003811
2736,297,6001422100
4207,1263,6037238100
5220,2010,6037240020
5182,286,6059062620
7185,432,6059062643
2796,102,6059062701
1495,82,6059063005
5819,458,6059063603
2643,416,6059063805
5203,1082,6059063807
6667,924,6059063902
4279,539,6059074003
3987,823,6059074110
8724,1886,6059074803
5220,737,6073015501
6879,3783,6073015703
3584,1472,6073015801
4752,2034,6073015802
3683,1551,6073015901
2283,343,6073016000
5207,255,6073016201
4144,296,6073016610
3898,456,6073016614
2648,225,6073016615
7980,1529,6073016702
5637,488,6073017022
4765,119,6073017108
3247,85,6073017305
7107,543,6073017811
5382,616,6073018511
8597,685,6073018514
4166,839,6073018516
5339,798,6073018601
6502,1222,6073018609
3957,189,6073018801
7226,1534,6073018905
5096,1003,6073019602
4229,548,6073019902
4299,433,6073019905
14446,1416,6073020013
9657,151,6073020016
6724,1432,6073020021
6595,2683,6073020202
6037,1135,6029005501
5408,822,6029000700
6849,944,6097151502
5226,1699,6103000600
7976,2876,6103000700
4315,1311,6103000800
3371,1099,6103000900
4569,995,6103000100
4723,1168,6103000300
7610,2086,6103000200
5754,901,6103000400
7623,2578,6103001100
4755,1341,6103000500
6612,1749,6103001000
2995,1159,6025010200
7098,4046,6025010400
4639,1542,6001402800
5460,373,6001404400
2410,491,6001400900
1196,586,6001402600
3666,118,6001404200
7891,1845,6059088801
5040,1612,6059088802
3803,985,6059089003
6954,1552,6059089004
6674,1816,6059089105
5420,1059,6059099222
5813,817,6059099229
3478,120,6059099246
6005,714,6059099251
6087,226,6059099308
5846,1181,6059099411
8426,1341,6059099413
5611,144,6059099415
4706,327,6059099417
4975,1115,6059099508
3048,214,6059099511
1461,104,6059062900
6159,1276,6059099203
4651,369,6059099216
3595,746,6059099225
5778,1470,6059074702
3139,572,6059075405
7853,397,6059075604
6238,773,6059075607
3640,417,6073008312
4322,406,6073008351
3133,381,6073005900
4220,938,6073007903
7271,498,6073016901
5714,621,6073017401
7495,1205,6073013206
8682,688,6073013419
2554,123,6073015406
5423,120,6073017403
3339,2094,6037231100
2659,692,6037235201
3727,397,6037502402
5030,214,6037503902
5421,1680,6037531701
8020,1576,6037301900
5154,454,6037400603
3758,610,6037403402
3776,631,6037404401
5662,732,6037407102
2214,491,6037201110
2274,1275,6037209810
4378,902,6037212410
5090,3009,6037910501
3573,423,6037920106
3111,86,6037401001
6286,2425,6037292000
4153,1838,6037573300
3087,367,6037574201
3882,274,6059021903
4476,248,6059021912
7144,258,6059021920
4682,241,6059032003
4489,282,6059032029
9376,575,6059032049
5444,596,6059032054
7847,615,6059032056
7834,860,6085504319
5488,490,6085504414
5764,527,6085504415
9395,1060,6085504504
7861,494,6085507703
4284,421,6085506502
7433,861,6059075701
3266,741,6059075811
3915,1095,6059075901
5830,739,6059076202
6630,1047,6059086404
7572,2487,6059086405
9777,2700,6059086601
4716,668,6059087704
6190,1832,6059087806
3126,422,6111005908
3720,580,6111006500
3365,254,6111006700
4027,445,6111006900
4176,91,6111007202
3307,164,6111007505
3712,554,6111008001
5304,357,6111008004
9171,1170,6111001502
4306,439,6111001507
4320,457,6111001900
2644,964,6111002400
5506,1120,6111004504
2708,495,6111005403
1788,97,6111005910
4963,315,6111006000
3774,222,6111007508
5899,776,6111007700
5481,723,6111007901
4825,388,6111007903
2718,171,6111002000
3021,292,6111002600
4792,335,6075011000
3274,661,6065042509
3018,553,6065042513
4751,1519,6065042520
5140,1493,6065042521
3660,292,6065042714
5616,1704,6065042719
9061,3898,6065042800
5404,838,6065043211
5343,312,6065043218
4697,1069,6065043220
3936,916,6065043503
3106,588,6065043809
4342,454,6085506605
4675,494,6085506606
3384,71,6085507807
3188,54,6085507904
8578,940,6085508504
4595,276,6085508505
7431,547,6085508704
3824,306,6095252706
4207,1293,6095252607
4979,86,6095252305
9989,2035,6095253500
5766,563,6095251400
2730,620,6095252501
3805,1816,6015000101
3359,747,6015000201
6184,1350,6059087703
5797,2342,6059087803
4633,979,6059088104
7143,1370,6059088403
4489,732,6059088602
3310,1234,6001423700
3016,213,6001423800
4904,194,6001426200
2593,613,6001428000
3812,109,6001430300
5726,513,6001431200
3739,247,6001432100
4710,425,6001432300
7187,1101,6001432600
3768,540,6001400500
2269,698,6001401600
1786,933,6001402500
4020,411,6001403900
6601,1429,6001407600
3084,869,6001408400
3115,1148,6001408900
7753,2568,6073016402
7698,2012,6073016502
6304,1822,6073002702
4615,631,6073001000
6329,881,6073001300
3682,391,6073001500
7073,1627,6073002703
3999,559,6073002903
3005,1276,6065044102
5104,771,6065044402
3894,2005,6065044509
3215,1017,6065044602
5609,854,6065042410
4309,1342,6065042213
2255,350,6065042411
4963,330,6065042412
3363,836,6037131100
3679,656,6037132900
5383,1298,6037133100
4620,919,6037134104
3111,1209,6037212305
4191,1404,6037212620
2451,724,6037213320
2458,212,6037214700
3191,360,6037216800
3993,750,6037217200
2777,1674,6037221810
4226,1237,6037222100
2834,2340,6037224700
4160,2027,6037228210
3516,1668,6037231210
4937,1846,6037231720
5080,2738,6037231800
5597,1995,6037232300
4462,500,6037235100
4236,1588,6037237710
6726,1207,6061021003
2300,254,6061021106
3184,485,6061021108
4586,198,6061020606
5594,324,6061021501
5048,376,6061021801
3033,220,6061021901
2485,420,6061021401
3730,325,6061021502
6061,880,6061021802
4014,1583,6029002814
9424,1152,6059052515
12241,1395,6059052517
7253,1268,6059052518
4835,512,6059052526
3858,508,6073003108
6456,494,6073003207
5355,831,6073003214
3887,1266,6073003403
4010,1263,6073003603
4801,1793,6073004000
5391,2061,6073004900
0,0,6073005500
0,0,6073006300
5272,1091,6073006802
5762,919,6073006900
5352,651,6073007301
7505,925,6073007400
4030,881,6073007501
8704,1417,6073020306
3905,323,6073020403
3408,134,6073020405
6311,1277,6073020602
4754,575,6073020705
3706,516,6073020708
3329,307,6073020805
6957,668,6073020809
2746,650,6073020903
2727,495,6073021000
6354,1030,6073013102
2414,968,6073013205
4770,592,6073013302
6602,874,6073013604
7444,553,6073013414
3877,349,6073013416
2123,63,6073013417
4199,877,6073014102
4494,1144,6073014601
7838,1447,6073014700
8048,1961,6073015404
5216,1286,6073015902
3657,917,6073016202
5362,436,6073016609
3012,110,6073017006
9211,875,6073017029
7604,593,6073017039
4541,198,6073017040
7199,1767,6073017048
8148,974,6059062612
5132,1279,6037201402
2795,378,6037125600
4169,1285,6037123410
5603,644,6037124700
5379,1782,6037125320
5210,2970,6037128210
3106,1317,6037128220
4643,1219,6037123601
4798,1564,6037123510
2888,674,6037123520
4338,797,6037123700
3542,1060,6037124102
3435,589,6037124201
3623,711,6037125200
4718,1197,6037125310
5714,1595,6037127210
6131,1458,6037131020
3611,1401,6037294900
5511,686,6037300200
3296,860,6037218110
1777,157,6037219500
7405,3257,6037226700
4063,838,6001405500
3292,616,6001405600
3344,1315,6001406000
4621,1744,6001406100
5938,1983,6001406500
4499,2148,6001407500
3068,199,6001407900
6108,303,6001408100
5943,1309,6001408500
7594,2109,6001408700
3564,917,6001409200
4264,1678,6001409500
5183,1430,6001409600
3399,875,6001410200
3822,161,6001421300
3564,588,6001421700
2052,473,6001422000
3747,825,6001422300
3220,2246,6001422800
6122,3688,6001423602
3619,198,6001427100
3712,528,6073017502
2382,224,6073017603
5241,809,6073017701
8501,658,6073018802
5995,1205,6073018904
5587,483,6073019105
9967,2193,6073019207
4905,879,6073000300
5026,599,6073000800
3350,1808,6073002201
6532,1451,6073009802
4893,252,6073017033
6094,559,6073017304
2888,92,6073018608
3288,77,6073017010
3386,344,6073021202
7966,1165,6073019302
10515,955,6073020103
5174,642,6073020801
3118,167,6001442700
7557,1068,6001451201
6055,489,6001451401
6612,339,6001451602
4962,300,6001400300
1794,550,6001401800
6070,62,6001404502
4970,529,6001406700
6919,2131,6001408600
3894,854,6001409000
3501,630,6001409800
3367,184,6001410000
3575,99,6001421200
3381,790,6001423500
2483,361,6001424002
5168,1146,6001430900
5319,302,6037574000
0,0,6037574700
3711,259,6037574901
4666,1542,6037575201
4479,2164,6037575300
4806,2451,6037575401
3313,741,6065041500
4544,238,6065041804
4911,236,6065041806
6584,2434,6037900501
11513,1977,6037901205
4322,1504,6037910602
3058,265,6037920314
3170,806,6037920036
5765,1307,6037920313
5686,810,6037920334
2597,291,6037103101
4359,1351,6037104201
5599,1710,6037104320
3618,866,6037104620
4309,2270,6037104701
5765,1428,6037104810
5722,632,6037106112
3847,441,6037106113
4350,401,6037400602
4420,438,6037400900
3406,571,6037401102
4965,511,6037401312
6709,1398,6037402200
4881,539,6037403312
5875,1038,6037238000
4046,1713,6037238320
4794,1250,6037238400
4745,2928,6037242600
6276,3391,6037243100
6078,544,6037264302
3345,2103,6037265305
1908,138,6037265420
7123,918,6037267100
2668,362,6037267800
4976,476,6037269000
4075,63,6037269300
3929,116,6037269500
3123,472,6037269800
5650,491,6037271802
3264,796,6037273200
2912,464,6001431000
3822,274,6001432800
4283,277,6001433102
3532,431,6001433700
2420,757,6001407300
3759,175,6001421500
5411,1958,6037199800
2218,769,6037201504
2146,709,6037204820
3966,2082,6037206200
4338,2515,6037208720
4455,1018,6037211802
3373,1569,6037212204
3941,1542,6037212303
3366,962,6037212306
3492,874,6037213310
5522,1630,6065042717
7991,3029,6065042901
5025,1344,6065042902
5923,941,6065043216
5360,2473,6065031002
2698,663,6065041411
5256,1212,6065041702
5625,1410,6065042508
3130,889,6065043703
7104,210,6065041803
5243,1986,6065042405
7776,500,6065043304
6411,565,6065042003
4568,706,6065042711
4664,959,6065043702
7922,1493,6065031502
5765,1063,6065040902
2377,384,6065031702
7175,1725,6065046403
5929,603,6065045110
7813,460,6029003813
12583,2639,6029000101
8119,5156,6029001400
1842,881,6029001600
3514,1995,6029002100
5038,3116,6029002200
7146,664,6029002808
7177,2684,6029002900
8278,2739,6029003121
2465,249,6029003203
11354,743,6029003204
7492,558,6029003803
4603,1065,6029000906
2918,1050,6029000907
5069,839,6001423400
1954,305,6001423901
3279,361,6035040500
3042,396,6099000602
6354,1372,6099000801
3350,177,6099000907
7303,2010,6099000910
3832,887,6099001200
8568,2613,6099002301
5346,2028,6099002602
3779,974,6099002605
4420,1528,6099003100
3070,927,6099003803
2683,576,6099000302
6182,924,6099000303
7706,1271,6099000501
5195,678,6067004006
5571,965,6067004010
3134,392,6067004011
7295,2463,6067004903
3139,1024,6067004906
6971,2873,6067005002
3730,1898,6067005506
5366,583,6067005801
5408,2165,6067006300
3427,845,6067007012
5093,996,6067007204
5307,2615,6067007423
4273,448,6067007905
3771,353,6067007906
2471,422,6067008128
6720,2309,6067008141
3701,858,6067008142
6390,475,6067008403
5824,1800,6067009006
3945,833,6067009112
4843,1203,6067009319
4712,1310,6067009320
6062,721,6067009321
13829,1665,6067009322
3670,283,6067009617
4996,923,6067009618
7718,1129,6067009619
11583,1683,6029000910
2612,1678,6029001500
3699,779,6029001700
5734,2076,6029001801
4317,519,6029003812
1160,166,6029003900
8731,2398,6029004301
0,0,6029004601
5288,2105,6029004901
2654,524,6029005103
0,0,6029006002
4022,1269,6029006301
7582,3610,6029006401
3838,779,6067007010
4996,690,6075026004
4901,659,6075030101
8365,675,6075033000
5009,439,6075025403
3535,567,6075026401
4487,578,6075030202
7309,589,6075035300
5605,378,6075047600
3356,985,6075010600
4851,664,6075061000
3405,380,6075020300
5075,378,6075020700
6399,839,6075020800
4199,235,6075021100
3084,84,6075021200
2650,114,6075021300
5522,1953,6075010700
3358,465,6075016200
3167,301,6075016900
5407,311,6075025200
3850,1039,6075010100
3459,429,6075011200
3836,219,6075013400
2572,221,6075015100
5157,1771,6099000803
5933,614,6099000906
3105,733,6099001002
3988,1490,6099001100
5000,2311,6099001601
4504,1751,6099002604
7038,3161,6067006800
5058,1959,6067005601
4188,706,6067005606
2583,319,6067006004
7633,1680,6037602200
3987,802,6037603101
4509,344,6037603400
4227,304,6037620001
3479,244,6037620002
6124,890,6085505303
6885,588,6085505401
7316,808,6085505900
7823,260,6085506604
3149,321,6085507100
2939,102,6085507203
4715,317,6085507205
2399,62,6085507206
4068,294,6085507402
8436,827,6085508304
6997,281,6085508404
4376,232,6085509106
3455,223,6085509600
1914,117,6085510802
5558,253,6085511100
4974,164,6085511200
6914,340,6085512001
4705,1785,6085501000
4855,1122,6085501502
4408,263,6085502800
7213,545,6085502908
5549,370,6085503003
4398,641,6085503212
4884,1097,6085503218
3283,388,6041113000
0,0,6041122000
6145,194,6041126100
6883,290,6041105000
4993,909,6041110100
2825,1099,6029006201
3899,985,6029001901
2262,396,6029000506
3808,943,6029000903
5674,3695,6029001103
5609,623,6065042005
3346,833,6065042512
4618,944,6065042507
3495,486,6065046103
4662,1710,6031001002
0,0,6031001602
3000,505,6031000100
5846,988,6031000402
7034,2006,6031000405
4291,526,6031001001
4419,1672,6031001601
6419,1683,6031001003
5583,1046,6063000100
2782,459,6063000400
1341,126,6063000201
963,69,6063000202
3913,661,6063000300
4907,424,6079012302
6797,1380,6079012702
7203,919,6079010201
4266,3415,6079010902
7881,1731,6079012000
217,106,6079012800
0,0,6079011400
3111,259,6079011901
7252,1342,6079012200
6491,739,6079012503
5320,813,6079010202
2862,407,6079011103
7955,608,6079012600
8215,4568,6079011200
1769,734,6029005300
4888,820,6029005402
2738,267,6029005700
2493,296,6029002804
3926,481,6029002807
5889,2334,6029002816
5055,828,6029002819
7419,3706,6029003000
5027,1286,6029003112
2373,424,6029003304
9725,5402,6029004800
6348,1119,6029005401
3292,276,6073019208
5133,1833,6029002812
4101,1109,6029002815
4993,1725,6029003113
18913,1903,6029003123
8407,2178,6029006100
3798,454,6029000505
4799,1662,6029000504
6699,3727,6029000600
4483,1003,6029000904
2647,634,6029000905
7866,4899,6029001300
3539,1695,6029002600
5398,2185,6029002817
3773,472,6029003807
8043,2228,6029004000
7691,1392,6029004401
9111,1633,6029005403
6532,816,6029005404
8209,2141,6029006202
2629,1299,6029001201
6293,1610,6071009709
6367,2288,6071009712
4486,508,6071009717
3228,880,6071010410
6897,544,6071000104
6518,532,6071000401
5400,835,6071001703
10927,2802,6071002301
6825,1954,6071002501
7422,1450,6071003401
3902,449,6071003403
7635,3803,6071004900
3967,2143,6071005800
7373,2308,6071007000
4775,1614,6071005200
9444,2746,6071006100
4257,809,6071006700
3694,1212,6071007107
2136,304,6071007108
4460,1208,6071007408
2357,131,6071000111
7395,2154,6071000303
3831,213,6071000812
6254,1522,6065046404
3514,316,6073019404
2730,271,6073002002
6026,229,6073017808
7490,1583,6073019101
7172,2152,6107000301
8688,2707,6107001302
5229,2377,6107001601
4723,988,6107002002
6138,1082,6107002003
7406,3945,6107003200
7846,3548,6107003300
103,71,6107004000
5839,2533,6107000702
7851,3470,6107000800
24658,4124,6107001003
5030,262,6107001006
6717,2597,6107001701
3851,324,6107001901
5311,1334,6107001501
4757,953,6107002004
9072,2216,6107002007
2552,714,6107002100
4088,1758,6107002901
7344,4068,6067006201
6994,3023,6067006500
7650,1437,6067007014
4440,786,6067007206
2034,546,6067007504
4359,448,6067008005
4475,991,6067008135
3717,1357,6067008139
4139,566,6067008143
2738,352,6067008144
5443,1145,6067008907
2985,376,6067008912
7337,1383,6067007011
3507,534,6067007209
5337,1279,6067007403
9240,1300,6067007421
2503,620,6067007422
6357,1491,6067007501
6581,2542,6067007701
5389,1181,6067007801
3620,408,6067008113
3851,1346,6065044701
1720,924,6065044702
5227,686,6065044904
5216,2216,6065045207
4221,1429,6065045302
4823,2023,6065045706
3034,798,6065046101
3503,1883,6065046200
1724,605,6065044000
4055,617,6065040904
3570,953,6065040606
2680,345,6065040703
5471,1017,6065041407
6039,529,6065041810
5416,662,6065041904
6148,1970,6065042010
3139,226,6065042207
4105,1653,6065042209
4273,1865,6065042210
8174,1920,6065042300
2759,883,6065044804
1672,243,6065044805
11627,5344,6065045604
1583,450,6065045900
1638,967,6065046102
3685,1071,6065046401
5281,1518,6065046402
5109,934,6065041412
2378,250,6065041807
7641,1421,6079011300
1793,317,6079011501
9195,656,6079012704
4033,234,6079011600
6521,772,6079012401
9044,987,6079010300
5320,977,6079010701
3366,1103,6079011101
5314,1363,6079011102
5983,384,6013359102
5156,1265,6013367100
7703,1394,6013372000
2465,70,6013390100
3587,752,6013306002
6364,1051,6067008119
5416,616,6067008125
4859,696,6067008134
8900,2707,6067006701
4386,1251,6067007207
7455,2819,6067007413
4259,1035,6067007416
5263,1836,6067007503
4329,650,6067007702
6357,746,6067008111
2272,476,6067008117
3805,726,6067008130
3072,704,6067008133
5120,1489,6073020500
5765,647,6073021204
4247,771,6073021302
2571,143,6073021304
5130,614,6073019403
5690,1329,6073019503
4993,352,6073019702
12165,1498,6073019806
6698,1447,6073019701
4708,505,6073019803
4997,556,6073019903
3371,193,6073017021
5172,393,6073017034
5758,279,6073017041
3818,400,6073017104
4299,373,6073017200
2322,169,6073017809
7047,912,6073017900
2958,376,6073018510
3915,659,6073018512
9969,748,6073018513
6717,3108,6073018603
3651,1116,6073012401
4857,220,6073018515
3780,667,6073018518
6297,525,6073019001
5639,411,6073019103
5671,1369,6073019206
7136,1664,6073019303
3906,608,6073019405
5333,1058,6013311000
6365,947,6013314102
5717,1610,6013314103
7057,1734,6013331000
3743,156,6013345102
3256,60,6013346101
6147,127,6013351200
5204,277,6013352102
2777,101,6013352202
11164,738,6013355200
2782,625,6013369002
5892,1062,6013371000
2975,531,6013387000
6485,663,6013322000
3942,571,6013334001
2228,260,6067008136
4659,353,6037403317
6331,1038,6037403318
7045,555,6037403324
1742,260,6037403405
4605,394,6037403703
2663,586,6037404501
4957,1014,6037405201
4826,984,6037405202
3017,176,6037406101
7179,1495,6037407200
1958,441,6037408202
1839,207,6037408706
4368,228,6037430301
5654,497,6037430302
7448,1216,6037432000
4072,384,6037432101
5722,718,6037432102
4348,1003,6037432201
3224,1005,6037433401
4636,1855,6037433403
3811,481,6037433700
6513,2586,6037433801
5928,2575,6037433901
3058,378,6037461400
9469,2357,6059076103
4371,906,6059076206
5192,887,6059001402
4591,494,6073019406
3505,282,6073000400
3262,375,6073000500
5578,1170,6073000900
7197,3672,6073002302
4348,182,6013323000
3545,293,6013326000
5973,427,6013333200
5426,110,6013341000
4783,326,6013343002
5723,356,6013345101
6187,380,6013350000
8474,414,6013355301
6195,1232,6013358000
5327,1130,6037480011
7759,914,6037480600
5451,1127,6037481712
2851,629,6037481713
6084,1671,6037482303
3382,1512,6037482304
5777,405,6037500800
4921,377,6037113213
7606,1822,6037113233
4208,514,6037113303
4132,1614,6037115302
5329,677,6037117302
3604,1033,6037121900
3373,1509,6037900606
8874,2494,6037900803
5473,978,6037901101
5925,418,6037910202
4350,1189,6037910404
6802,2922,6037910601
3385,210,6037910808
6516,375,6037920013
4465,110,6037920016
1932,181,6037463300
4534,798,6037430802
4422,1004,6037431900
4988,172,6037460700
5688,1778,6037462100
6687,1132,6037311600
4862,572,6037404402
3937,1202,6059001404
4734,452,6059001602
5369,1518,6059001801
3017,522,6059001902
2105,271,6059011401
4106,213,6059021823
2680,125,6059021824
4328,344,6059021914
3123,277,6059032028
3832,367,6059032033
3652,79,6059032043
7732,864,6059042103
4212,456,6059042113
