Total Population,Poverty,Census Tract
3447,246,6059042319
4449,575,6059042324
5044,523,6059042326
4038,368,6059042329
6602,1102,6059042330
6624,957,6059042335
4312,197,6059042336
3423,227,6059042337
6222,1239,6059052423
4346,561,6111006600
3810,368,6111006800
3946,168,6111008305
5209,742,6111008401
3431,80,6111001700
6954,283,6111001202
2999,517,6111001204
1333,190,6111001601
2943,97,6111006200
7175,334,6111007506
2516,264,6111008005
2596,576,6111000200
1590,136,6111007606
3823,580,6111003608
3247,1331,6111005002
5654,212,6111005305
7906,1651,6111000302
2446,432,6111001602
5842,547,6111007403
6283,101,6111007607
3728,504,6111001102
8373,1934,6111004400
5842,912,6037406300
4357,755,6037408722
2983,603,6037533202
3776,1349,6037534404
6726,1472,6037541700
4021,507,6037543400
4210,527,6037143200
4248,702,6037128400
5111,1163,6085509403
3127,89,6085509802
4561,168,6085510200
6075,547,6085510600
4308,209,6085511800
4158,220,6085511907
7777,107,6085511909
6537,916,6085512021
4017,308,6085512026
8481,576,6085503802
4790,481,6085503803
5575,695,6085503804
5411,435,6085504307
7431,1122,6085504311
1923,214,6085504413
4438,309,6085504420
3894,239,6085505007
3243,379,6085505402
5876,431,6085506204
6652,1324,6085506305
5902,757,6085506402
4004,560,6081607200
8293,519,6081608004
2629,171,6081608023
3925,83,6081608100
2749,122,6081608502
5162,413,6081600100
6185,415,6081601100
8476,1355,6081601300
5533,430,6081601501
4313,295,6081601700
8376,434,6081602000
7603,874,6081602400
5289,864,6067007015
6127,1192,6067007016
6671,1722,6009000300
4781,580,6009000120
10553,1402,6009000210
6936,757,6009000220
2871,626,6009000400
7428,1341,6085512506
3247,167,6085512025
5522,259,6085511912
4338,64,6085511913
5858,206,6085511914
6661,283,6085512029
3226,74,6085512030
3028,109,6085512034
9392,166,6085512503
3826,584,6037275200
4665,880,6037293304
5575,769,6037264301
4511,1671,6037540901
6589,1573,6037541200
4854,1137,6037541605
2394,909,6037541606
3107,910,6037134901
2354,85,6037137301
5549,1402,6037139302
4403,313,6037137401
4820,447,6037137402
5840,856,6037139200
2848,351,6037139703
3509,117,6037139801
4210,167,6037141600
6688,467,6037143400
6481,497,6037181000
3691,1225,6037183520
2156,685,6037191204
2646,1099,6037191620
3087,529,6037191820
3869,1191,6037192510
5298,1800,6037192520
4112,1182,6037192610
1917,128,6037194500
3222,423,6037195300
3138,885,6037195600
4380,1121,6037199400
3298,434,6067007017
5682,994,6067007018
1156,551,6067007019
4282,296,6067007020
321,11,6067007101
8258,437,6067007102
4164,167,6067007103
6133,1385,6037207900
2711,1417,6037208902
4014,2175,6037208904
3945,2367,6037209402
5050,462,6037211000
5703,1402,6037211120
3195,1282,6037211320
5285,1980,6037213401
4928,1725,6037213402
2901,890,6037220100
4191,1518,6037221500
2672,942,6037221710
3473,1611,6037226410
5068,2613,6037228600
2890,1191,6037232110
3242,1239,6037232200
3476,706,6037234800
4373,568,6037236000
4969,1080,6037238200
2689,1202,6037239330
5289,1811,6037240200
4958,387,6037620522
7184,349,6037620701
2896,233,6037621102
6817,427,6037621301
6095,481,6037650200
7147,682,6037650300
3422,407,6037670001
4880,408,6037701302
3669,458,6037701602
4296,1105,6037701802
4000,307,6037702202
6139,310,6037702600
5529,529,6037703200
3509,199,6037800325
584,248,6037900102
5081,1337,6037570304
5612,1446,6037570601
6526,1300,6037570602
7199,532,6037570701
4566,313,6037571400
3059,185,6037571800
1098,60,6037572100
4542,1005,6037134201
2326,661,6037310701
3664,567,6037311000
4021,430,6037311100
7393,955,6037400304
4177,1178,6037294110
4937,670,6037296300
5476,614,6037297000
4611,635,6037301203
4693,1737,6037310703
7717,799,6037551800
5854,2650,6037402501
7239,2380,6037402600
6767,2116,6037402902
6752,1436,6037403000
3751,390,6037403322
5155,286,6037403325
6890,724,6037403600
5721,1393,6037403722
5614,1027,6037404701
3154,1173,6037404703
5647,810,6037405101
5626,362,6037405600
3996,1060,6037405900
5045,519,6037406000
2226,197,6037406411
2472,222,6037406412
1944,89,6037407400
4122,394,6037408302
6619,151,6037408503
3168,372,6037408624
4871,467,6037480012
6537,889,6037462500
2253,126,6037462600
5048,574,6037480500
3997,949,6037481101
6004,1369,6037481401
3391,394,6037481902
7996,1436,6085512508
3961,730,6085500300
4131,962,6085500800
3501,1268,6085501300
3576,358,6085502910
4075,744,6085503112
5869,744,6085503116
4228,714,6085503207
4785,476,6085503217
4835,390,6085503323
3603,342,6085503324
4545,627,6085503325
6319,1438,6085504001
6413,600,6073020305
4975,1332,6073020707
3721,1679,6029005900
6048,1183,6029006003
1459,400,6029006004
5021,278,6085504201
5923,710,6085504318
5836,400,6085504411
5203,571,6085504418
3116,258,6085504806
5176,678,6085506401
7017,1185,6085506501
4856,327,6085503321
4622,679,6085503327
5918,851,6085503510
4098,667,6085501200
4944,1683,6085501700
6009,965,6095253107
5174,288,6095253108
4053,690,6095253203
4195,933,6095252608
3720,255,6095252107
5957,2027,6095252605
3906,340,6095252903
3413,920,6095251701
4582,760,6095252000
3253,164,6095252105
5262,1396,6095252606
4158,885,6095252703
5379,1065,6095252707
4824,409,6095253201
3550,678,6095250701
2771,1594,6095250900
2652,267,6095251702
5833,1298,6095251902
5809,965,6095251903
5686,285,6095252104
3341,62,6095252909
5813,303,6095252910
2924,90,6095253300
5383,1368,6067008131
5045,1055,6067009109
1523,380,6067009800
8467,3110,6067005001
3282,621,6067007013
3143,295,6067008129
4732,436,6067008204
3631,1561,6067002800
5895,1502,6067004801
3927,1647,6067007424
4785,342,6067008124
8905,551,6017030704
6036,640,6017031502
3708,409,6017030401
4162,1039,6017030402
6059,556,6075015700
3982,213,6075016400
5583,586,6075016600
2977,1530,6075017902
3783,261,6075021400
6792,830,6037430801
5515,420,6037430803
3114,335,6037431002
2722,304,6037431300
7223,1468,6037432601
1551,593,6037433302
1870,816,6037433501
5771,314,6037460200
3497,1061,6037101220
6617,1126,6037103400
6210,1264,6037115401
4100,1796,6037117520
4599,98,6037106643
2533,195,6037109100
4766,1709,6037109500
5225,471,6037111202
7136,1079,6037111301
5060,290,6037115101
4032,2236,6037119340
6629,1123,6037120400
3880,1435,6037123203
3664,673,6037123602
4599,595,6037124400
6654,1798,6037127400
4115,647,6037128500
6141,1205,6037131800
2888,479,6037134304
3978,797,6037134306
5658,243,6085507401
4899,443,6085508602
7933,407,6085508703
3941,672,6085508800
5287,580,6085508900
7698,901,6085509000
5135,551,6085509107
3577,531,6085509303
2939,160,6085510100
3174,227,6085511910
4796,331,6085511911
8368,1775,6085512505
2351,387,6085512602
3714,221,6085506804
6603,504,6085507301
4984,176,6085507903
4431,97,6085507906
3405,189,6085508102
6879,305,6085508401
2983,70,6085508403
6925,364,6085508503
3860,296,6085508601
4968,255,6085509102
6890,348,6085509105
5321,526,6085509201
3632,111,6085510002
4504,159,6085510500
5348,143,6085510900
7146,209,6041115000
7763,659,6041104101
5707,195,6041124100
4887,2000,6111004503
3383,371,6111005100
2632,155,6111005202
4508,1922,6071006301
3111,1589,6071006401
6713,1092,6071008001
2729,988,6071008404
1946,735,6071008901
1323,522,6071009300
6796,1518,6071010021
1532,646,6071011700
3803,321,6071007104
3188,325,6071007105
5952,689,6071000808
2755,849,6071001400
6863,1557,6071002204
5910,1279,6071000304
8399,550,6071008500
8435,3992,6071008002
5863,470,6071008403
13817,1324,6071008706
5072,769,6065041004
4140,1192,6065041201
5801,805,6065041406
5767,980,6065041809
6420,1292,6065041906
3542,1331,6065030300
8414,1197,6065030800
4707,1118,6065031100
7793,3545,6065040301
3071,894,6065040605
7498,1368,6065040901
4008,437,6065041404
4671,629,6065041405
4332,733,6065030200
5488,164,6065030601
4213,1688,6065044403
7095,2966,6065044915
3398,606,6065045103
5863,2550,6065044510
3971,1023,6065044300
3071,810,6065045000
6667,1466,6065045108
4529,1268,6037235202
3902,1633,6037237600
3654,705,6037237800
4026,1538,6037239310
4140,1690,6037239320
5803,2550,6037240300
3742,889,6037216700
3753,1617,6037218210
2907,623,6037218600
6024,2023,6037218900
4136,1446,6037219300
3652,1150,6037221220
2094,1239,6037221820
2662,1341,6037224010
3151,1568,6037224600
5490,2412,6037227010
4483,1371,6037228310
5839,2614,6037228800
3571,1922,6037229410
5566,3041,6037231900
5940,2206,6037232120
4079,1842,6037232800
4616,1291,6037234600
4517,992,6037237900
355,154,6037920026
7099,750,6037920035
3495,303,6037700901
923,702,6037701100
2809,555,6037195802
3893,937,6037191120
4826,2119,6037191410
4465,533,6037195400
5146,1694,6037197700
5453,1753,6037199000
3623,707,6037199300
3119,1032,6037199700
3380,958,6037482502
7118,499,6037501300
3524,108,6037501700
6473,604,6037134800
7942,997,6087110600
3578,162,6087121000
4169,194,6087121300
7523,2443,6087110300
3798,238,6087122203
6702,986,6087121600
7992,1992,6087110100
5022,695,6087120400
846,285,6105000400
1989,384,6105000200
3024,1014,6105000300
3943,1605,6037206010
5228,392,6059042332
5124,938,6059052411
6761,317,6059052422
4934,502,6059052424
1302,122,6059042106
5215,671,6059042109
3494,475,6059062646
4008,676,6059063201
5398,2279,6059063605
6080,1796,6059063702
5648,627,6059063908
4850,812,6059074108
5810,1898,6059074407
7005,2541,6059074802
7609,2341,6059075100
5324,1496,6059075202
5714,1141,6059075301
2993,283,6059032032
2457,136,6059032035
6239,184,6059032038
5119,119,6059032050
6069,430,6059042111
3176,227,6059042317
5912,433,6059042320
3614,242,6059042325
6432,275,6059052408
3692,732,6059001202
4509,269,6059001504
4337,1030,6059011102
7088,665,6059063007
6305,2064,6059074405
3027,157,6071000804
5584,564,6071001702
8593,1877,6071002401
8303,2064,6071002402
3999,1944,6071003700
7497,1453,6071004601
5119,1920,6071004700
3342,1310,6071004800
7545,1638,6071005100
4552,2384,6071006402
6662,654,6071008402
3420,2181,6071009400
6253,712,6071009707
5566,1520,6071009708
9645,1530,6071009711
3906,842,6071009714
8152,2380,6071003200
7849,378,6071010004
2585,284,6073020807
8016,2045,6073021100
8845,392,6073021303
3571,290,6073008303
3205,40,6073008306
6536,654,6073008310
7220,572,6073008329
9799,2418,6073008340
8000,3908,6073008341
7005,319,6073008350
7233,399,6073008358
7287,2209,6073008600
3804,863,6073009000
3726,1067,6073009102
5111,1130,6073009301
3719,466,6073009507
5436,1198,6073009603
5024,317,6073009804
6862,1757,6073010009
7071,1654,6073010107
5818,1251,6073013000
2732,192,6073013312
18039,1672,6073013313
5286,470,6073013411
5457,1091,6099002801
6352,2071,6099002802
5288,1940,6099003906
11440,1070,6099000402
5878,933,6099000404
5648,891,6099000905
5128,1299,6099000908
17648,1462,6099000912
3900,1324,6099002002
4059,1894,6099002302
1742,767,6099003400
4814,1166,6099003700
5390,2627,6099003802
5417,736,6099000201
3508,712,6099000807
5085,1274,6099000909
5467,1007,6099001001
6913,680,6099003907
2790,1357,6099001700
2067,910,6099001800
4756,537,6099001900
2935,454,6099002603
7161,2164,6099002702
4445,931,6099002901
4638,756,6099003904
1918,480,6047000503
6613,1940,6047000504
6952,2553,6047000505
3167,1319,6047000701
15722,5581,6047001002
5568,1124,6047000801
5731,1859,6047001101
5645,1100,6047000301
2210,463,6047000303
5220,502,6047000702
3519,1418,6047001004
3603,2715,6047001601
5900,2818,6047002201
10170,3144,6047002202
6190,1670,6067007402
9716,2642,6067007406
4449,379,6067007802
2419,1068,6067008911
2614,780,6067009105
2305,316,6067009504
6155,1108,6067009616
4369,1366,6067007001
4779,1030,6067007602
3956,455,6067009108
4314,274,6067008207
2389,637,6067008909
5167,550,6067009609
6084,503,6067009323
4405,1404,6037183810
3951,474,6037188100
3130,241,6037189300
3910,620,6037189800
4621,902,6037191000
3889,1070,6037191201
2734,1139,6037191710
3717,1122,6037192700
3489,143,6037194200
4080,874,6037197300
3738,488,6037197500
2194,324,6037197600
2986,927,6037199202
5219,911,6023000700
4003,1321,6023001200
3270,770,6023011200
7302,1277,6023010700
4091,1021,6023000400
6418,2047,6023010502
7086,469,6057000102
7611,602,6057000103
4908,1011,6057000502
7248,628,6057000701
4225,517,6057000702
3589,1047,6057000900
2849,625,6057000200
2584,317,6057000300
6645,2065,6057000600
5689,344,6057000401
5301,1322,6057000501
3144,492,6057000104
2933,487,6057000105
6098,1465,6057000402
5221,827,6057000801
6368,1103,6057000802
1146,274,6003010000
4065,685,6039000102
4326,1080,6039000104
5091,1114,6039001000
1377,349,6039000400
6379,602,6039000509
8433,2701,6039000300
10845,3505,6039000507
4496,276,6037621400
6016,605,6037650101
2965,305,6037574800
5010,2624,6037574902
4952,966,6037575103
5262,1258,6037575902
5204,2394,6037576401
6926,2817,6037600202
4114,915,6037600400
2664,1092,6037600602
4122,1120,6037601600
5427,1720,6037601700
5780,393,6041121200
2926,817,6041129000
1816,199,6041132200
2099,65,6041123000
6926,585,6041107000
5613,1092,6041111000
3166,109,6041116000
5916,326,6041124200
4126,249,6041125000
4678,264,6041127000
2341,123,6041102100
3926,300,6041106001
6451,415,6041108100
6448,788,6041108200
4951,73,6041110200
6610,226,6041128100
7774,448,6041103100
1631,113,6041104300
5228,351,6041114100
5061,326,6041119100
4757,1142,6041112100
3058,230,6041114200
4397,322,6041117000
6226,418,6041120000
4255,377,6041126200
4974,243,6041128200
2776,364,6041133000
7089,598,6041103200
2644,72,6059032040
4577,276,6059032051
3833,172,6059042114
8228,763,6059042203
9585,2307,6059042312
2571,73,6059011402
107,0,6059021813
6662,289,6059021814
4845,883,6059052410
23221,2007,6059052420
6056,508,6059052502
4485,900,6059001103
6096,467,6059001501
5149,747,6059001503
2648,132,6059001901
5471,828,6059042334
7714,837,6059052417
5697,777,6059052513
9535,2200,6059062610
3257,2331,6059062626
3050,84,6059062631
6699,592,6059062645
4543,1154,6059062647
4444,510,6059062702
6520,537,6059063004
6427,448,6059063010
4818,330,6059063400
2911,278,6059063802
3849,373,6059063806
5864,736,6059063906
7568,1778,6059074005
6727,630,6059074107
3565,737,6059074109
6058,2232,6059074403
7234,3180,6059074501
6236,1550,6059074801
5364,903,6059075507
20602,4905,6059075515
3038,349,6059075810
8739,1827,6059076000
4461,1342,6059076204
5987,321,6059075605
5030,328,6059075813
5590,1087,6059075815
6777,1827,6059075902
4695,1119,6059076102
5044,997,6059076205
5926,1312,6059086802
5013,1145,6059088203
6331,794,6059088302
6151,2227,6059088701
3332,286,6059075303
5149,2066,6059074806
7303,3781,6059075003
4130,510,6059075401
6755,790,6059075404
4062,1355,6059075514
6287,387,6059075606
6862,1146,6059086301
7177,1279,6059086303
4286,552,6059086406
8476,1216,6059087103
5118,1539,6059087601
7211,1836,6059087802
5339,1330,6059088502
6461,951,6059088702
6428,1095,6059089102
6506,1986,6059089104
4197,946,6059089106
9181,2377,6059099202
5436,905,6059099212
4914,1354,6059099223
5973,1039,6059099227
4778,175,6059099230
3547,188,6059099244
4866,491,6059099416
4679,107,6085503313
4428,444,6085503322
3895,113,6085512200
4576,476,6085506601
4003,179,6085506701
6170,1069,6085506702
7217,430,6085506803
7214,474,6079011800
8579,998,6079011902
3564,803,6079010703
2047,1743,6079010901
5373,682,6079012502
10060,1211,6079012402
8518,2730,6019007003
4458,1133,6019007300
3916,2144,6019000300
1224,737,6019000800
5319,2871,6019001301
2389,880,6019001500
5206,1440,6019001600
2787,1004,6019001900
6004,2507,6019002100
5166,3215,6019002501
4158,1825,6019002701
5400,2238,6029003115
16005,1885,6029003804
5910,802,6037463400
2614,106,6037480202
5298,835,6037480400
4900,1457,6037127910
4633,1384,6037127920
1256,285,6037572400
858,600,6037572800
4741,1778,6037573201
4501,534,6037600702
3218,682,6037600704
2395,442,6037601001
2831,796,6037601211
3995,1608,6037601501
2989,1283,6037601801
3012,839,6037602002
4235,1194,6037602105
5040,210,6037620400
5435,475,6037650901
6369,452,6037651222
6694,1309,6037670100
1630,101,6037670500
3467,184,6037701202
6633,1002,6037702300
7156,808,6037703002
5923,622,6037800202
4511,1214,6037900300
1982,186,6037910709
5541,1928,6037572900
4970,199,6037573700
6656,475,6037574500
2119,604,6037533502
2159,754,6037533503
3134,1064,6037533701
4426,1225,6037534002
6549,2717,6037534102
4715,1376,6037535605
5792,1830,6037540203
3097,716,6037541002
5659,1082,6037541802
3417,1123,6037191810
4405,1797,6037203100
2978,1088,6037203500
4237,1962,6037203720
3680,1432,6037204200
4895,2297,6037204300
4684,2222,6037209300
3246,1864,6037209820
5421,437,6037403323
5363,729,6037403401
4733,965,6037404000
6353,685,6037403802
5722,597,6037404901
6669,854,6037405500
4593,440,6037408401
6457,650,6037408402
4432,554,6037430600
6293,1134,6037431200
7109,1737,6037432402
2671,874,6037432801
4595,276,6037460000
5719,237,6037460501
5412,1031,6037131300
6284,1249,6037131400
4809,623,6037131900
7601,2307,6037132300
4308,1053,6037133000
5459,1253,6037134101
4726,687,6037480704
3971,789,6037480803
3651,818,6037481201
5526,1051,6037482521
5903,1022,6037502301
5027,555,6037553000
3624,782,6037553400
4382,1301,6037553801
4180,210,6037554511
3726,353,6037554515
4389,416,6037554517
3675,374,6037554519
7274,771,6037554900
4876,656,6037555103
7602,2126,6037570501
6470,1666,6037570502
7850,859,6037571200
4427,284,6037571300
5792,193,6037571900
3517,494,6037572302
3684,1299,6037572500
3436,497,6037573403
5863,271,6037574300
4350,1573,6037575101
2907,1413,6037575803
5368,2692,6037222600
6201,1714,6037533803
2258,1036,6037534101
2974,894,6037219010
4906,1417,6037219020
4643,1281,6037231400
3468,951,6037234700
5309,2092,6037226420
3944,2285,6037228710
4675,1434,6037232500
4933,156,6037620301
5640,1603,6037552200
7474,648,6037553200
4211,785,6037553502
5504,1757,6037554403
4018,945,6037554404
6174,359,6037554521
4064,199,6037570003
3194,840,6037570100
3081,101,6037264000
2302,1748,6037265304
1525,193,6037265410
4067,429,6037269100
3616,556,6037269700
2531,258,6037270300
3999,872,6037271702
2953,261,6037273700
4705,681,6037275302
3006,322,6037293301
5303,1225,6037294200
5145,1519,6037294510
3942,240,6037301400
1945,175,6037301501
3023,236,6037301701
4030,1320,6037302104
3694,186,6037480703
4263,982,6037480902
3014,913,6037480903
5408,1075,6037481002
3969,771,6037481102
6072,1168,6037481202
2812,540,6037481800
2610,193,6037482001
6673,1184,6037482002
4805,463,6037482522
5303,990,6037500600
4869,518,6037501200
6659,1189,6037502200
6820,739,6037502700
5792,782,6037502901
3847,414,6037503801
3153,113,6037108103
3883,223,6037113211
4797,1096,6037113234
6870,1768,6037115201
2867,281,6037408629
4836,842,6037430724
7082,1289,6037431100
4120,790,6037432300
3601,893,6037432401
6192,1786,6037433200
6281,218,6037460100
4795,871,6073015100
2545,265,6073015403
5634,1199,6083003001
6361,721,6083000502
3647,170,6083000501
6462,708,6083002011
2195,381,6083002102
5466,1729,6083002205
6939,1635,6083002305
4950,922,6083003005
5503,573,6083000102
5812,604,6083000700
6658,620,6083002210
5171,1158,6083001101
4563,1057,6083001102
6147,2120,6083002304
9413,929,6083002306
12788,3785,6083002402
7856,619,6083002808
181,0,6083002604
5220,770,6083000101
3646,1002,6083000900
5572,732,6083002005
4417,193,6083002010
2711,107,6083002013
2605,115,6001440100
3323,174,6001441301
2129,138,6001421800
4991,811,6001423000
4968,357,6001428100
4352,426,6001428400
6558,100,6001430200
4419,515,6001432200
6414,1408,6001432400
7710,969,6001433800
5156,1478,6001434000
4828,656,6001435102
4069,799,6001435500
4119,439,6001438000
4475,478,6001440307
8654,575,6001441401
5087,187,6001441601
2836,150,6001442800
6913,1131,6037461300
5616,2607,6037575802
3428,997,6037183610
1217,169,6037574602
4083,1557,6037575402
4343,916,6037576602
8141,845,6037577603
5086,1083,6037601002
5653,2055,6037601401
3735,910,6037602004
6233,575,6037602301
5289,1086,6037602403
7215,2114,6037603001
6583,570,6037503401
52,3,6037532400
7086,2202,6037402502
1399,195,6037404600
5456,1239,6037301204
5957,1404,6037555102
3484,450,6037570402
5768,394,6037572001
4936,1457,6037407101
4526,465,6037400402
6376,1458,6037402402
4476,1021,6037405102
6512,1278,6037430002
4144,320,6037431600
4322,1598,6037117510
4812,259,6037134422
3057,86,6037141700
6535,1501,6037131010
3083,32,6037920110
0,0,6037574601
3408,380,6037577501
3589,605,6037407302
2922,575,6037408501
3435,340,6037430721
3938,689,6037432901
4483,400,6037460600
4994,1760,6071010014
5764,1142,6071010016
16100,1691,6071010017
5957,953,6071010023
4881,143,6001443102
3886,138,6001443200
7696,482,6001444100
7325,642,6001444500
3633,203,6001450601
5336,229,6001450741
7686,360,6001451101
6124,736,6001441923
6647,528,6001442400
7023,343,6001444200
5577,304,6001450604
8660,309,6001450701
5510,421,6001435800
5504,553,6001435900
5206,1181,6001436500
3284,414,6001436700
2820,231,6073015502
5909,942,6073015601
5729,599,6073016809
2874,434,6073016902
4244,422,6073017018
6581,508,6073017043
2988,366,6073017050
3926,942,6095250200
2620,690,6095251000
3746,621,6095251804
4295,343,6095252106
2881,520,6095250300
3578,452,6095250502
5600,630,6095252103
5498,1219,6095252402
1557,553,6095252502
4442,531,6059052519
3945,267,6059062619
12420,1072,6059062621
3920,662,6059062622
5279,253,6059062634
4558,370,6059062637
6702,307,6059062638
7454,394,6059062639
1761,95,6059062630
3639,497,6059052520
8868,983,6059052527
3877,300,6059052528
3556,941,6071010300
1172,219,6071011300
4542,419,6071000103
5063,386,6071001200
5503,2300,6071001600
3678,643,6065046405
2092,831,6065030502
3975,834,6065031703
5943,494,6065040403
6518,1798,6065040502
5273,647,6065040604
3205,357,6065030900
3352,1639,6065030503
7116,1414,6065031402
5584,554,6065031704
4445,647,6065040303
3215,191,6065040603
2714,466,6065040903
2783,347,6065041003
4577,1828,6065030501
3281,192,6065030602
3126,245,6065030603
5467,661,6065031501
3658,777,6065040202
4162,1788,6065040203
4002,1152,6065040204
3985,1754,6065043313
6657,2967,6065043401
8362,1675,6065043504
5731,886,6065043802
6649,1212,6065043900
6542,1856,6065044505
6242,693,6065040201
5898,944,6065031001
3155,1364,6019004404
823,465,6019000100
2795,1575,6019000200
5256,3763,6019002702
3226,1017,6019003001
4997,2381,6019003400
10584,2205,6019004207
6588,1448,6019004211
4987,1851,6019004504
5668,2726,6019003202
2602,255,6059062642
2606,78,6059063006
3767,293,6059063202
4323,1105,6059063604
4686,987,6059063904
5669,1084,6059074006
4157,286,6059075603
3591,586,6059075816
5614,1299,6059086402
5642,2454,6059087405
6220,1697,6059087503
6733,1175,6059087805
5548,1677,6059087902
2236,402,6059088101
4843,1022,6059088105
5471,522,6059089107
4445,611,6059099204
3635,325,6059099214
4562,712,6059086306
6729,1148,6059086407
4404,1406,6059086501
5297,1236,6059087001
7106,1607,6059087102
4612,1373,6059087106
10595,3178,6059087300
6416,355,6081603300
2857,94,6081604600
5528,466,6081605500
2635,38,6081605800
4925,888,6081607400
3121,181,6081607900
6317,675,6081608400
4997,239,6081608501
4676,400,6081605300
5909,249,6081605600
5007,226,6081606400
3421,135,6081606800
6267,217,6081608800
6903,564,6081608900
1580,80,6081609100
2622,337,6081610100
6079,1613,6081610400
2863,85,6081611500
4454,254,6081612500
2760,183,6073017303
6774,939,6073017404
6432,541,6073018100
2274,185,6073018300
7743,1528,6073018610
2007,340,6073009400
4721,470,6073008512
4593,396,6073000700
5272,1392,6073001600
5767,2601,6073002707
5679,2110,6073011601
3855,1310,6073011602
5213,581,6097152904
5803,1022,6097153003
4755,303,6097153501
3557,914,6097153703
6377,897,6097151311
3510,160,6097151504
4293,345,6097152501
4937,794,6097152801
4385,552,6097153404
5979,799,6097153600
2568,379,6097154000
1756,556,6097152000
7142,1561,6097152802
13149,2281,6097153300
6505,949,6001436900
3476,363,6001437000
3887,320,6001438300
5148,345,6001440304
5436,96,6001441402
5373,638,6001441522
7359,806,6001441800
4084,125,6001441921
3232,54,6001442000
5303,138,6001442100
7176,200,6001442200
3271,320,6001440331
5902,697,6001441302
4343,111,6001443301
5213,300,6001450742
5806,554,6001451601
3181,137,6001451701
1638,151,6001400600
4955,212,6081613501
5861,1383,6081610201
2506,486,6081610202
8145,508,6081610303
4434,195,6081610304
6012,356,6081610700
2408,98,6081611600
4158,568,6081600200
3952,206,6081600300
7584,795,6081600700
5262,828,6081601502
8540,1439,6081602200
4155,791,6081602300
5486,476,6081603700
5551,189,6081603900
5530,107,6081605700
4245,377,6081606300
7425,1858,6085502201
2502,606,6085503105
9571,655,6085505001
4808,935,6085505301
4984,414,6085500200
4239,1244,6085500901
4827,1361,6085501501
5011,381,6085502101
5072,433,6085502701
5319,299,6085502903
3519,153,6085503002
5141,1595,6085503110
5189,730,6085503111
5271,1523,6085503113
4904,1043,6085503213
8040,2237,6085503214
3720,439,6085503511
5354,1570,6085503602
4953,862,6085504101
4925,494,6085504316
5486,580,6085504321
7725,784,6085504505
6617,287,6085504803
3560,861,6085505203
7663,553,6085505403
4071,146,6085506102
2560,267,6001401200
1287,533,6001403100
3343,184,6001403800
2998,248,6001404000
1795,35,6001404501
4324,107,6001405100
3434,988,6001405700
4598,1611,6001405800
3684,482,6001406900
5250,1082,6001436602
7743,932,6001433300
4527,780,6001435300
9177,1628,6001436300
3227,653,6001437300
4502,1001,6001437500
4676,302,6001437800
8080,698,6001438100
5866,1233,6073009201
7516,356,6073009706
5239,1172,6073010010
3744,396,6073010104
5957,1492,6073010106
4310,1332,6073010300
6298,1384,6073010402
7012,423,6073008328
6014,1176,6073008330
5040,132,6073008346
3663,584,6073008352
3835,276,6073009103
9256,1656,6073009304
3879,1653,6073004800
1799,365,6073006600
2945,191,6073007002
3168,452,6073007502
4090,379,6073009502
2950,449,6073008701
3232,262,6073009104
6199,697,6073009202
4436,149,6073009506
4009,242,6073009602
5636,104,6085507600
3854,161,6085507701
5230,185,6085507808
5363,244,6085508203
3757,1529,6067004401
5380,2689,6067004602
1696,948,6067005201
3294,1018,6067005508
3966,1305,6067005605
6069,476,6067005901
4692,276,6067001500
7875,1107,6067009312
4576,1228,6067009316
3130,955,6067009503
6678,2048,6067009601
5264,562,6067009612
2482,88,6067005804
4234,906,6067006002
3531,1536,6067006202
7791,2883,6067006702
5600,529,6067001600
3342,171,6067002300
3096,968,6067003102
2514,663,6067003501
4263,1650,6067003700
3960,946,6075012000
4027,154,6075012700
4245,81,6075013200
4688,581,6075013300
2673,193,6075013500
2116,144,6075015300
5225,390,6075016700
6181,745,6075020200
2924,191,6075020500
4680,432,6075021000
5088,789,6075023001
4960,687,6075035202
5422,1198,6075042700
4094,241,6075060100
6719,798,6075031400
4391,510,6075040100
4155,1199,6075023200
4743,269,6075030102
6681,568,6075032700
5984,800,6075035201
7112,587,6075035400
4489,798,6075015900
4178,244,6085508204
4511,132,6085508301
3374,209,6085509302
3913,395,6095252908
5348,902,6095253101
2731,247,6095251300
5284,670,6095252704
6353,1481,6095253105
6560,410,6095252904
0,0,6095253000
7669,1325,6095253402
3920,351,6095252102
9568,193,6095252201
3337,156,6095252306
4665,866,6095252401
2804,347,6095250400
3089,1016,6095251100
4111,1882,6095251500
2593,942,6095251600
4952,1198,6095251901
10494,575,6095252202
2841,996,6037190700
3789,1375,6037190902
3259,1237,6037191110
5743,1682,6037191500
3749,526,6037192410
4076,421,6037192420
3303,146,6037194300
3702,1986,6037209403
4786,2026,6037265510
6444,1145,6037267501
5618,563,6037920031
6726,882,6037910401
2926,220,6037910804
2095,117,6037920018
3924,773,6037601202
3935,1055,6037601802
5086,1646,6037601900
4596,241,6037602302
6234,1266,6037602402
3176,408,6037701502
3768,595,6037543601
4324,414,6037543603
2850,745,6075016000
2932,557,6075010500
3010,804,6075011300
4212,679,6075015200
1944,224,6075017700
2269,145,6075022702
5703,866,6075022801
2654,1069,6075023103
4809,315,6075025900
4926,415,6075026003
3275,284,6013378000
8943,1078,6013313103
7705,1170,6013334004
7250,610,6013363000
3528,597,6013309000
5620,1738,6013376000
2830,294,6027000100
5633,1007,6027000400
2233,237,6027000500
2473,54,6027000300
1555,90,6027000200
